id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,classification
DTTcMar_1_1_mnt,0.066,0.033,0.033,0.342,0.033,0.0,0.022,0.0,0.033,0.011,0.011,0.011,0.353,0.0,0.0,0.0,0.0242,0.0022,0.0244,2.1.1.8
DTUnknown_1_1_mnt,0.023,0.006,0.109,0.011,0.014,0.0,0.006,0.04,0.009,0.032,0.264,0.1,0.103,0.02,0.029,0.21,0.0078,0.0079,0.0081,2.1.1
DThAT_1_1_mnt,0.109,0.042,0.074,0.083,0.053,0.027,0.012,0.047,0.078,0.029,0.052,0.065,0.068,0.04,0.086,0.109,0.0101,0.008,0.0079,2.1.1.3
DThAT_1_2_mnt,0.106,0.039,0.077,0.08,0.052,0.027,0.012,0.051,0.079,0.032,0.053,0.065,0.064,0.044,0.089,0.105,0.0099,0.0078,0.0079,2.1.1.3
DThAT_2_1_mnt,0.081,0.117,0.005,0.036,0.02,0.112,0.086,0.041,0.0,0.025,0.0,0.086,0.137,0.01,0.015,0.193,0.013,0.0128,0.0087,2.1.1.3
DThAT_3_1_mnt,0.125,0.042,0.058,0.108,0.063,0.012,0.016,0.046,0.073,0.029,0.032,0.049,0.073,0.054,0.076,0.117,0.0108,0.0086,0.0082,2.1.1.3
DThAT_4_1_mnt,0.117,0.052,0.051,0.132,0.063,0.028,0.008,0.048,0.054,0.014,0.018,0.052,0.117,0.052,0.061,0.101,0.0127,0.0092,0.0099,2.1.1.3
DThAT_5_1_mnt,0.096,0.048,0.074,0.053,0.058,0.048,0.069,0.058,0.09,0.064,0.08,0.048,0.021,0.074,0.064,0.032,0.0086,0.0073,0.0061,2.1.1.3
DHHelitron_1_1_mnt,0.149,0.052,0.057,0.089,0.058,0.03,0.023,0.048,0.063,0.03,0.033,0.043,0.077,0.048,0.055,0.117,0.0102,0.0082,0.0082,2.1.2
DHHelitron_1_2_mnt,0.149,0.063,0.038,0.132,0.079,0.024,0.01,0.043,0.038,0.021,0.016,0.033,0.117,0.047,0.044,0.115,0.0126,0.0094,0.0096,2.1.2
DHHelitron_1_3_mnt,0.128,0.048,0.05,0.095,0.056,0.03,0.026,0.054,0.059,0.029,0.034,0.045,0.078,0.059,0.057,0.123,0.0104,0.0084,0.0081,2.1.2
DHHelitron_1_4_mnt,0.157,0.052,0.061,0.085,0.06,0.034,0.031,0.046,0.065,0.045,0.046,0.037,0.073,0.041,0.055,0.085,0.0102,0.008,0.0085,2.1.2
DHHelitron_1_5_mnt,0.109,0.056,0.055,0.093,0.062,0.037,0.03,0.051,0.064,0.031,0.038,0.049,0.078,0.056,0.059,0.103,0.0108,0.0086,0.0082,2.1.2
DHHelitron_1_6_mnt,0.147,0.048,0.058,0.097,0.062,0.029,0.025,0.041,0.058,0.028,0.03,0.045,0.082,0.053,0.048,0.121,0.0106,0.0084,0.0083,2.1.2
DHHelitron_1_7_mnt,0.115,0.051,0.057,0.082,0.068,0.045,0.025,0.059,0.058,0.036,0.041,0.047,0.064,0.065,0.059,0.102,0.0099,0.008,0.0079,2.1.2
DHHelitron_1_8_mnt,0.115,0.051,0.054,0.083,0.072,0.044,0.03,0.052,0.056,0.043,0.047,0.047,0.058,0.06,0.063,0.101,0.01,0.0079,0.0079,2.1.2
DHHelitron_1_9_mnt,0.143,0.039,0.031,0.168,0.045,0.008,0.008,0.028,0.022,0.022,0.008,0.048,0.171,0.02,0.056,0.145,0.0153,0.0097,0.0129,2.1.2
DHHelitron_1_10_mnt,0.135,0.048,0.05,0.098,0.06,0.029,0.017,0.049,0.053,0.025,0.031,0.052,0.082,0.054,0.062,0.128,0.0107,0.0081,0.0084,2.1.2
DHHelitron_1_11_mnt,0.099,0.051,0.045,0.095,0.066,0.039,0.024,0.062,0.05,0.031,0.033,0.048,0.074,0.07,0.06,0.127,0.0105,0.0082,0.0081,2.1.2
DHHelitron_1_12_mnt,0.16,0.045,0.044,0.107,0.049,0.024,0.018,0.044,0.049,0.016,0.019,0.043,0.098,0.05,0.047,0.16,0.0108,0.0088,0.0088,2.1.2
DHHelitron_1_13_mnt,0.114,0.045,0.049,0.095,0.054,0.036,0.021,0.058,0.053,0.03,0.029,0.045,0.082,0.057,0.058,0.147,0.0104,0.0083,0.008,2.1.2
DHHelitron_1_14_mnt,0.148,0.06,0.048,0.106,0.073,0.03,0.016,0.051,0.051,0.023,0.023,0.036,0.09,0.058,0.046,0.11,0.0111,0.0087,0.0089,2.1.2
DHHelitron_1_15_mnt,0.131,0.042,0.044,0.109,0.052,0.025,0.017,0.045,0.046,0.023,0.027,0.048,0.096,0.05,0.056,0.159,0.0111,0.0089,0.009,2.1.2
DHHelitron_1_16_mnt,0.14,0.043,0.047,0.098,0.052,0.028,0.017,0.047,0.045,0.025,0.023,0.049,0.091,0.05,0.054,0.165,0.0107,0.0082,0.0088,2.1.2
DHHelitron_1_17_mnt,0.103,0.048,0.061,0.083,0.062,0.045,0.029,0.054,0.06,0.039,0.055,0.048,0.07,0.058,0.057,0.102,0.0101,0.0081,0.008,2.1.2
DHHelitron_1_18_mnt,0.162,0.049,0.055,0.105,0.058,0.024,0.021,0.042,0.061,0.022,0.029,0.042,0.09,0.051,0.049,0.111,0.0108,0.0084,0.0086,2.1.2
DHHelitron_1_19_mnt,0.125,0.043,0.056,0.097,0.05,0.031,0.022,0.051,0.062,0.026,0.032,0.053,0.085,0.054,0.064,0.122,0.0107,0.0086,0.0084,2.1.2
DHHelitron_1_20_mnt,0.106,0.061,0.02,0.122,0.076,0.04,0.009,0.074,0.021,0.023,0.01,0.028,0.107,0.075,0.044,0.154,0.0119,0.0089,0.0092,2.1.2
DHHelitron_1_21_mnt,0.108,0.053,0.051,0.094,0.063,0.041,0.026,0.057,0.057,0.031,0.041,0.044,0.078,0.062,0.055,0.111,0.0105,0.0084,0.0085,2.1.2
DHHelitron_1_22_mnt,0.103,0.06,0.07,0.069,0.068,0.062,0.042,0.055,0.073,0.044,0.058,0.043,0.058,0.061,0.048,0.062,0.0096,0.0078,0.0074,2.1.2
DHHelitron_1_23_mnt,0.138,0.047,0.049,0.1,0.052,0.026,0.019,0.051,0.058,0.021,0.03,0.047,0.087,0.054,0.058,0.135,0.0106,0.0083,0.0085,2.1.2
DHHelitron_1_24_mnt,0.107,0.046,0.052,0.09,0.057,0.037,0.025,0.058,0.058,0.035,0.04,0.049,0.074,0.058,0.065,0.124,0.0103,0.0083,0.0082,2.1.2
DHHelitron_1_25_mnt,0.117,0.052,0.046,0.1,0.058,0.028,0.023,0.056,0.051,0.028,0.029,0.05,0.089,0.056,0.06,0.129,0.0111,0.0085,0.0087,2.1.2
DHHelitron_1_26_mnt,0.138,0.046,0.073,0.096,0.051,0.027,0.021,0.042,0.07,0.021,0.035,0.055,0.094,0.047,0.053,0.104,0.0108,0.0086,0.0085,2.1.2
DHHelitron_1_27_mnt,0.103,0.047,0.048,0.096,0.055,0.034,0.024,0.065,0.048,0.035,0.035,0.049,0.087,0.062,0.062,0.122,0.0109,0.0085,0.0087,2.1.2
DHHelitron_1_28_mnt,0.107,0.045,0.053,0.094,0.057,0.034,0.025,0.056,0.058,0.032,0.04,0.048,0.077,0.061,0.06,0.127,0.0104,0.0084,0.008,2.1.2
DHHelitron_1_29_mnt,0.105,0.041,0.045,0.108,0.052,0.03,0.017,0.05,0.045,0.031,0.033,0.056,0.097,0.048,0.07,0.144,0.0115,0.009,0.0086,2.1.2
DHHelitron_1_30_mnt,0.135,0.046,0.047,0.089,0.056,0.033,0.025,0.056,0.048,0.028,0.03,0.048,0.078,0.064,0.052,0.139,0.0101,0.008,0.0081,2.1.2
DHHelitron_1_31_mnt,0.12,0.045,0.053,0.099,0.059,0.031,0.019,0.054,0.056,0.03,0.032,0.049,0.081,0.058,0.063,0.123,0.0107,0.0085,0.0084,2.1.2
DHHelitron_1_32_mnt,0.131,0.043,0.047,0.1,0.049,0.028,0.019,0.052,0.051,0.022,0.027,0.048,0.09,0.055,0.056,0.155,0.0107,0.0083,0.0085,2.1.2
DHHelitron_1_33_mnt,0.113,0.04,0.053,0.097,0.047,0.018,0.012,0.065,0.056,0.03,0.031,0.044,0.088,0.054,0.065,0.16,0.0104,0.0083,0.0084,2.1.2
DHHelitron_1_34_mnt,0.101,0.052,0.05,0.092,0.064,0.04,0.016,0.063,0.054,0.032,0.035,0.048,0.077,0.06,0.067,0.122,0.0106,0.0083,0.0083,2.1.2
DHHelitron_1_35_mnt,0.089,0.042,0.049,0.084,0.046,0.05,0.038,0.062,0.055,0.037,0.048,0.054,0.074,0.068,0.058,0.12,0.0102,0.0082,0.0079,2.1.2
DHHelitron_1_36_mnt,0.125,0.045,0.054,0.105,0.058,0.029,0.018,0.053,0.052,0.029,0.03,0.046,0.095,0.054,0.055,0.121,0.0112,0.0083,0.0089,2.1.2
DHHelitron_1_37_mnt,0.103,0.047,0.048,0.087,0.062,0.035,0.019,0.066,0.049,0.031,0.025,0.048,0.071,0.069,0.061,0.152,0.01,0.008,0.008,2.1.2
DHHelitron_1_38_mnt,0.12,0.05,0.064,0.079,0.065,0.032,0.018,0.058,0.065,0.034,0.041,0.054,0.063,0.057,0.071,0.103,0.0099,0.0079,0.0079,2.1.2
DHHelitron_1_39_mnt,0.111,0.047,0.052,0.09,0.064,0.037,0.016,0.058,0.051,0.03,0.03,0.051,0.073,0.062,0.065,0.139,0.0103,0.0081,0.0081,2.1.2
DHHelitron_1_40_mnt,0.12,0.053,0.055,0.086,0.064,0.037,0.021,0.059,0.058,0.031,0.036,0.047,0.072,0.06,0.06,0.116,0.0102,0.0081,0.008,2.1.2
DHHelitron_1_41_mnt,0.129,0.059,0.052,0.09,0.068,0.037,0.023,0.054,0.052,0.031,0.029,0.045,0.082,0.054,0.053,0.113,0.0107,0.0084,0.0084,2.1.2
DHHelitron_1_42_mnt,0.072,0.047,0.056,0.075,0.059,0.056,0.033,0.072,0.054,0.042,0.05,0.053,0.064,0.074,0.061,0.107,0.0098,0.008,0.0077,2.1.2
DHHelitron_1_43_mnt,0.131,0.043,0.051,0.098,0.056,0.034,0.022,0.051,0.052,0.028,0.029,0.043,0.084,0.058,0.05,0.143,0.0104,0.0084,0.0084,2.1.2
DHHelitron_1_44_mnt,0.088,0.043,0.047,0.092,0.05,0.027,0.019,0.067,0.049,0.03,0.034,0.057,0.083,0.062,0.07,0.156,0.0106,0.0084,0.0084,2.1.2
DHHelitron_1_45_mnt,0.084,0.05,0.062,0.073,0.061,0.045,0.023,0.064,0.061,0.037,0.056,0.057,0.063,0.06,0.071,0.108,0.0098,0.0079,0.0078,2.1.2
DHHelitron_1_46_mnt,0.097,0.05,0.034,0.094,0.072,0.039,0.026,0.058,0.031,0.044,0.035,0.046,0.076,0.063,0.06,0.148,0.0109,0.0083,0.0085,2.1.2
DHHelitron_1_47_mnt,0.124,0.046,0.05,0.093,0.056,0.03,0.016,0.065,0.052,0.026,0.027,0.047,0.08,0.066,0.059,0.135,0.0103,0.0081,0.0082,2.1.2
DHHelitron_1_48_mnt,0.135,0.045,0.051,0.097,0.055,0.025,0.016,0.05,0.054,0.024,0.028,0.052,0.084,0.052,0.064,0.14,0.0106,0.0081,0.0085,2.1.2
DHHelitron_1_49_mnt,0.104,0.04,0.061,0.101,0.052,0.033,0.018,0.052,0.067,0.028,0.037,0.051,0.083,0.053,0.068,0.125,0.0107,0.0085,0.0085,2.1.2
DHHelitron_1_50_mnt,0.124,0.051,0.053,0.091,0.062,0.034,0.02,0.058,0.055,0.029,0.031,0.046,0.078,0.06,0.057,0.124,0.0104,0.0081,0.0081,2.1.2
DHHelitron_1_51_mnt,0.07,0.036,0.033,0.1,0.046,0.034,0.018,0.069,0.037,0.031,0.029,0.05,0.086,0.066,0.067,0.2,0.0106,0.0084,0.0085,2.1.2
DHHelitron_1_52_mnt,0.109,0.056,0.055,0.079,0.065,0.043,0.032,0.059,0.059,0.039,0.045,0.048,0.066,0.061,0.058,0.1,0.0101,0.008,0.0078,2.1.2
DHHelitron_1_53_mnt,0.154,0.049,0.044,0.114,0.064,0.024,0.02,0.049,0.04,0.031,0.02,0.041,0.102,0.053,0.049,0.117,0.0117,0.009,0.0092,2.1.2
DHHelitron_1_54_mnt,0.129,0.046,0.058,0.105,0.058,0.03,0.019,0.046,0.062,0.029,0.034,0.045,0.088,0.048,0.058,0.117,0.011,0.0086,0.0087,2.1.2
DHHelitron_1_55_mnt,0.171,0.059,0.07,0.085,0.063,0.021,0.033,0.041,0.084,0.035,0.04,0.035,0.067,0.043,0.052,0.075,0.0101,0.0079,0.0082,2.1.2
DHHelitron_1_56_mnt,0.122,0.046,0.052,0.089,0.055,0.028,0.021,0.057,0.06,0.03,0.041,0.049,0.073,0.058,0.064,0.128,0.0101,0.0082,0.0079,2.1.2
DHHelitron_1_57_mnt,0.102,0.042,0.051,0.093,0.056,0.031,0.015,0.062,0.053,0.029,0.033,0.052,0.077,0.063,0.068,0.147,0.0103,0.0082,0.0081,2.1.2
DHHelitron_1_58_mnt,0.113,0.049,0.059,0.082,0.066,0.044,0.031,0.054,0.06,0.042,0.042,0.047,0.065,0.061,0.059,0.1,0.0101,0.0078,0.0079,2.1.2
DHHelitron_1_59_mnt,0.132,0.051,0.054,0.095,0.063,0.037,0.021,0.053,0.057,0.028,0.033,0.044,0.08,0.058,0.053,0.115,0.0105,0.0081,0.0083,2.1.2
DHHelitron_1_60_mnt,0.098,0.059,0.07,0.058,0.062,0.057,0.051,0.056,0.074,0.054,0.066,0.048,0.05,0.056,0.055,0.061,0.0094,0.0075,0.0072,2.1.2
DHHelitron_1_61_mnt,0.15,0.056,0.054,0.094,0.067,0.037,0.014,0.055,0.054,0.027,0.027,0.038,0.083,0.054,0.05,0.112,0.0105,0.0084,0.0082,2.1.2
DHHelitron_1_62_mnt,0.122,0.049,0.062,0.077,0.07,0.044,0.037,0.063,0.062,0.053,0.048,0.031,0.056,0.067,0.049,0.087,0.0094,0.0076,0.0077,2.1.2
DHHelitron_1_63_mnt,0.109,0.045,0.043,0.102,0.052,0.035,0.021,0.057,0.045,0.027,0.032,0.047,0.093,0.058,0.056,0.15,0.011,0.0086,0.0089,2.1.2
DHHelitron_1_64_mnt,0.109,0.048,0.058,0.083,0.058,0.043,0.024,0.061,0.061,0.035,0.04,0.049,0.07,0.06,0.062,0.114,0.01,0.008,0.008,2.1.2
DHHelitron_1_65_mnt,0.144,0.041,0.052,0.105,0.044,0.026,0.021,0.052,0.061,0.019,0.028,0.048,0.093,0.057,0.055,0.126,0.0107,0.0084,0.0085,2.1.2
DHHelitron_1_66_mnt,0.102,0.053,0.047,0.107,0.058,0.027,0.022,0.054,0.05,0.028,0.031,0.052,0.099,0.054,0.061,0.125,0.0118,0.0083,0.0094,2.1.2
DHHelitron_1_67_mnt,0.142,0.047,0.055,0.107,0.055,0.023,0.017,0.043,0.054,0.024,0.03,0.05,0.1,0.044,0.056,0.126,0.0114,0.0084,0.0092,2.1.2
DHHelitron_1_68_mnt,0.118,0.045,0.057,0.101,0.057,0.027,0.018,0.044,0.063,0.026,0.035,0.053,0.084,0.048,0.067,0.128,0.0108,0.0086,0.0085,2.1.2
DHHelitron_1_69_mnt,0.128,0.052,0.044,0.095,0.059,0.033,0.016,0.055,0.048,0.024,0.028,0.044,0.083,0.055,0.056,0.151,0.0105,0.0084,0.0083,2.1.2
DHHelitron_1_70_mnt,0.164,0.042,0.045,0.103,0.056,0.031,0.022,0.055,0.052,0.027,0.025,0.033,0.082,0.063,0.046,0.126,0.0102,0.0083,0.0085,2.1.2
DHHelitron_1_71_mnt,0.15,0.039,0.054,0.115,0.054,0.026,0.017,0.042,0.06,0.021,0.037,0.043,0.095,0.052,0.053,0.113,0.0111,0.0086,0.0089,2.1.2
DHHelitron_1_72_mnt,0.11,0.04,0.044,0.101,0.049,0.024,0.015,0.053,0.043,0.021,0.024,0.052,0.093,0.056,0.057,0.192,0.0107,0.0085,0.0085,2.1.2
DHHelitron_1_73_mnt,0.12,0.056,0.058,0.09,0.07,0.045,0.025,0.057,0.064,0.028,0.035,0.046,0.07,0.069,0.056,0.084,0.0103,0.0082,0.0081,2.1.2
DHHelitron_1_74_mnt,0.152,0.052,0.055,0.097,0.065,0.029,0.017,0.049,0.056,0.027,0.029,0.039,0.084,0.051,0.05,0.121,0.0105,0.0083,0.0084,2.1.2
DHHelitron_1_75_mnt,0.112,0.053,0.052,0.094,0.061,0.032,0.029,0.05,0.054,0.035,0.035,0.045,0.084,0.051,0.054,0.13,0.0109,0.0085,0.0085,2.1.2
DHHelitron_1_76_mnt,0.125,0.049,0.076,0.089,0.066,0.039,0.021,0.046,0.069,0.031,0.041,0.049,0.078,0.053,0.052,0.088,0.0104,0.0082,0.0084,2.1.2
DHHelitron_1_77_mnt,0.127,0.042,0.051,0.099,0.063,0.036,0.033,0.069,0.048,0.049,0.036,0.034,0.08,0.074,0.048,0.084,0.0106,0.0086,0.0087,2.1.2
DHHelitron_1_78_mnt,0.094,0.038,0.039,0.086,0.046,0.032,0.027,0.068,0.046,0.031,0.032,0.051,0.071,0.073,0.062,0.18,0.0098,0.0076,0.0077,2.1.2
DHHelitron_1_79_mnt,0.165,0.067,0.029,0.133,0.062,0.023,0.014,0.056,0.043,0.016,0.012,0.023,0.124,0.049,0.039,0.114,0.0125,0.0093,0.0099,2.1.2
DHHelitron_1_80_mnt,0.114,0.052,0.055,0.086,0.061,0.038,0.022,0.055,0.056,0.03,0.037,0.052,0.076,0.056,0.061,0.122,0.0104,0.0082,0.0083,2.1.2
DHHelitron_1_81_mnt,0.097,0.053,0.049,0.093,0.06,0.034,0.037,0.052,0.063,0.034,0.033,0.055,0.072,0.061,0.066,0.115,0.0107,0.0084,0.0079,2.1.2
DHHelitron_1_82_mnt,0.113,0.041,0.057,0.108,0.047,0.025,0.025,0.044,0.066,0.029,0.044,0.051,0.092,0.046,0.065,0.12,0.0112,0.0085,0.0085,2.1.2
DHHelitron_1_83_mnt,0.135,0.049,0.058,0.096,0.062,0.038,0.024,0.05,0.06,0.034,0.033,0.041,0.08,0.053,0.054,0.105,0.0105,0.0082,0.0084,2.1.2
DHHelitron_1_84_mnt,0.114,0.045,0.054,0.091,0.055,0.033,0.017,0.059,0.058,0.028,0.036,0.053,0.078,0.058,0.068,0.126,0.0104,0.0082,0.0082,2.1.2
DHHelitron_1_85_mnt,0.128,0.052,0.054,0.099,0.066,0.036,0.024,0.049,0.06,0.031,0.03,0.042,0.079,0.056,0.056,0.11,0.0107,0.0085,0.0084,2.1.2
DHHelitron_1_86_mnt,0.073,0.044,0.026,0.111,0.049,0.027,0.01,0.07,0.028,0.02,0.012,0.047,0.105,0.064,0.059,0.224,0.0114,0.0088,0.009,2.1.2
DHHelitron_1_87_mnt,0.082,0.044,0.025,0.115,0.058,0.032,0.01,0.07,0.027,0.023,0.016,0.04,0.1,0.071,0.054,0.204,0.0112,0.0088,0.0088,2.1.2
DHHelitron_1_88_mnt,0.183,0.045,0.067,0.085,0.052,0.022,0.019,0.046,0.068,0.023,0.035,0.045,0.077,0.049,0.05,0.11,0.0098,0.0079,0.0078,2.1.2
DHHelitron_1_89_mnt,0.108,0.044,0.043,0.103,0.055,0.031,0.016,0.061,0.044,0.03,0.025,0.046,0.091,0.057,0.062,0.155,0.011,0.0086,0.0086,2.1.2
DHHelitron_1_90_mnt,0.162,0.039,0.053,0.094,0.05,0.026,0.017,0.053,0.057,0.026,0.03,0.045,0.079,0.057,0.057,0.129,0.01,0.0079,0.0081,2.1.2
DHHelitron_1_91_mnt,0.145,0.046,0.066,0.088,0.062,0.033,0.022,0.05,0.068,0.031,0.041,0.044,0.07,0.056,0.056,0.094,0.01,0.0079,0.0081,2.1.2
DHHelitron_1_92_mnt,0.104,0.043,0.06,0.102,0.058,0.036,0.024,0.047,0.068,0.03,0.042,0.049,0.079,0.055,0.063,0.111,0.0107,0.0085,0.0086,2.1.2
DHHelitron_1_93_mnt,0.13,0.052,0.055,0.097,0.062,0.036,0.022,0.059,0.062,0.025,0.03,0.038,0.08,0.066,0.048,0.115,0.0103,0.0083,0.0083,2.1.2
DHHelitron_1_94_mnt,0.135,0.042,0.049,0.1,0.052,0.031,0.019,0.053,0.056,0.022,0.028,0.045,0.083,0.059,0.056,0.14,0.0104,0.0083,0.0082,2.1.2
DHHelitron_1_95_mnt,0.067,0.036,0.028,0.117,0.039,0.031,0.008,0.073,0.026,0.023,0.017,0.054,0.116,0.062,0.067,0.206,0.0119,0.0091,0.0094,2.1.2
DHHelitron_1_96_mnt,0.12,0.047,0.055,0.091,0.062,0.036,0.02,0.058,0.054,0.034,0.036,0.046,0.077,0.059,0.059,0.121,0.0103,0.0082,0.0082,2.1.2
DHHelitron_1_97_mnt,0.122,0.049,0.045,0.11,0.061,0.035,0.025,0.044,0.051,0.025,0.037,0.05,0.093,0.056,0.056,0.111,0.0115,0.0089,0.0091,2.1.2
DHHelitron_1_98_mnt,0.081,0.046,0.057,0.084,0.053,0.042,0.022,0.064,0.067,0.032,0.053,0.056,0.066,0.061,0.076,0.113,0.01,0.008,0.008,2.1.2
DHHelitron_1_99_mnt,0.114,0.046,0.058,0.085,0.059,0.036,0.028,0.054,0.063,0.038,0.048,0.051,0.067,0.057,0.065,0.103,0.0101,0.008,0.0081,2.1.2
DHHelitron_1_100_mnt,0.122,0.05,0.054,0.102,0.064,0.033,0.021,0.05,0.058,0.027,0.032,0.049,0.085,0.057,0.059,0.112,0.011,0.0086,0.0086,2.1.2
DHHelitron_1_101_mnt,0.127,0.049,0.052,0.091,0.057,0.035,0.026,0.053,0.056,0.031,0.037,0.049,0.079,0.056,0.058,0.118,0.0104,0.0081,0.0084,2.1.2
DHHelitron_1_102_mnt,0.098,0.054,0.023,0.126,0.06,0.028,0.007,0.068,0.026,0.015,0.01,0.034,0.117,0.066,0.047,0.19,0.012,0.0092,0.0089,2.1.2
DHHelitron_1_103_mnt,0.11,0.05,0.046,0.094,0.055,0.025,0.018,0.068,0.048,0.03,0.027,0.05,0.087,0.061,0.065,0.138,0.0108,0.008,0.0088,2.1.2
DHHelitron_1_104_mnt,0.121,0.045,0.06,0.093,0.055,0.03,0.021,0.047,0.064,0.029,0.041,0.054,0.079,0.048,0.065,0.122,0.0105,0.0082,0.0084,2.1.2
DHHelitron_1_105_mnt,0.089,0.037,0.044,0.093,0.046,0.023,0.012,0.065,0.047,0.028,0.031,0.058,0.08,0.058,0.077,0.185,0.0104,0.0083,0.008,2.1.2
DHHelitron_1_106_mnt,0.142,0.051,0.058,0.104,0.057,0.025,0.014,0.056,0.052,0.025,0.032,0.038,0.105,0.052,0.043,0.118,0.0111,0.0091,0.0085,2.1.2
DHHelitron_1_107_mnt,0.099,0.039,0.058,0.089,0.052,0.032,0.021,0.056,0.06,0.036,0.042,0.054,0.074,0.055,0.07,0.136,0.0102,0.0082,0.0081,2.1.2
DHHelitron_1_108_mnt,0.09,0.048,0.049,0.11,0.055,0.031,0.019,0.067,0.058,0.025,0.031,0.049,0.094,0.069,0.063,0.113,0.0113,0.0087,0.0089,2.1.2
DHHelitron_1_109_mnt,0.108,0.053,0.054,0.089,0.064,0.039,0.03,0.058,0.06,0.032,0.035,0.049,0.072,0.066,0.057,0.106,0.0104,0.0082,0.0081,2.1.2
DHHelitron_1_110_mnt,0.104,0.056,0.04,0.1,0.069,0.034,0.021,0.066,0.042,0.023,0.022,0.043,0.085,0.077,0.048,0.144,0.0108,0.0085,0.0086,2.1.2
DHHelitron_1_111_mnt,0.091,0.042,0.055,0.088,0.057,0.034,0.019,0.057,0.059,0.034,0.041,0.053,0.069,0.057,0.072,0.147,0.0101,0.0081,0.008,2.1.2
DHHelitron_1_112_mnt,0.111,0.049,0.05,0.086,0.056,0.041,0.019,0.076,0.05,0.036,0.033,0.041,0.079,0.067,0.057,0.123,0.0102,0.008,0.0084,2.1.2
DHHelitron_1_113_mnt,0.127,0.048,0.037,0.124,0.054,0.021,0.012,0.045,0.043,0.014,0.02,0.043,0.111,0.049,0.052,0.169,0.0119,0.0091,0.0093,2.1.2
DHHelitron_1_114_mnt,0.119,0.041,0.059,0.089,0.051,0.031,0.018,0.053,0.059,0.03,0.036,0.052,0.079,0.052,0.063,0.142,0.0102,0.008,0.0083,2.1.2
DHHelitron_1_115_mnt,0.108,0.045,0.037,0.102,0.059,0.032,0.013,0.064,0.037,0.028,0.021,0.046,0.087,0.063,0.061,0.166,0.0108,0.0085,0.0085,2.1.2
DHHelitron_1_116_mnt,0.12,0.045,0.048,0.094,0.051,0.031,0.021,0.051,0.055,0.024,0.035,0.055,0.082,0.054,0.065,0.141,0.0106,0.0084,0.0085,2.1.2
