id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,classification
DTTcMar_1_1_ssu,0.022,0.0,0.022,0.354,0.011,0.0,0.0,0.022,0.011,0.011,0.033,0.055,0.354,0.022,0.055,0.0,0.0117,0.0032,0.0117,2.1.1.8
DTTcMar_2_1_ssu,0.084,0.014,0.07,0.077,0.042,0.007,0.014,0.042,0.063,0.049,0.035,0.07,0.063,0.035,0.097,0.216,0.0077,0.0087,0.0087,2.1.1.8
DThAT_1_1_ssu,0.086,0.033,0.071,0.099,0.07,0.031,0.013,0.041,0.085,0.037,0.041,0.061,0.048,0.053,0.1,0.106,0.0083,0.0085,0.008,2.1.1.3
DThAT_2_1_ssu,0.124,0.044,0.06,0.11,0.058,0.017,0.009,0.036,0.077,0.02,0.034,0.057,0.079,0.039,0.085,0.128,0.0079,0.008,0.0077,2.1.1.3
DThAT_3_1_ssu,0.163,0.12,0.0,0.0,0.0,0.065,0.12,0.0,0.0,0.0,0.022,0.12,0.12,0.0,0.0,0.24,0.0082,0.0105,0.0118,2.1.1.3
DThAT_4_1_ssu,0.165,0.042,0.049,0.123,0.053,0.009,0.009,0.038,0.059,0.02,0.021,0.048,0.102,0.037,0.069,0.134,0.0078,0.0079,0.0077,2.1.1.3
DThAT_5_1_ssu,0.127,0.037,0.066,0.111,0.059,0.017,0.01,0.036,0.086,0.031,0.039,0.048,0.069,0.038,0.088,0.115,0.008,0.0083,0.0078,2.1.1.3
DThAT_6_1_ssu,0.09,0.032,0.09,0.079,0.079,0.037,0.026,0.069,0.079,0.074,0.032,0.026,0.042,0.069,0.069,0.084,0.0082,0.0088,0.008,2.1.1.3
DThAT_7_1_ssu,0.126,0.038,0.056,0.125,0.054,0.006,0.007,0.042,0.074,0.018,0.021,0.052,0.092,0.047,0.08,0.139,0.0079,0.0078,0.0075,2.1.1.3
DThAT_8_1_ssu,0.082,0.032,0.079,0.086,0.076,0.021,0.011,0.043,0.078,0.044,0.061,0.055,0.043,0.053,0.087,0.124,0.0081,0.0084,0.0078,2.1.1.3
DHHelitron_1_1_ssu,0.098,0.053,0.059,0.085,0.076,0.036,0.021,0.054,0.055,0.037,0.043,0.058,0.066,0.061,0.07,0.104,0.0081,0.0083,0.0082,2.1.2
DHHelitron_1_2_ssu,0.127,0.044,0.068,0.097,0.059,0.021,0.017,0.035,0.074,0.029,0.065,0.047,0.076,0.037,0.066,0.115,0.0078,0.0081,0.0078,2.1.2
DHHelitron_1_3_ssu,0.06,0.048,0.028,0.102,0.059,0.042,0.029,0.059,0.029,0.043,0.037,0.028,0.09,0.056,0.045,0.221,0.0078,0.0075,0.0083,2.1.2
DHHelitron_1_4_ssu,0.208,0.047,0.027,0.127,0.045,0.016,0.014,0.043,0.028,0.018,0.018,0.03,0.129,0.038,0.034,0.157,0.0074,0.0074,0.0076,2.1.2
DHHelitron_1_5_ssu,0.129,0.049,0.05,0.103,0.057,0.029,0.017,0.06,0.055,0.027,0.029,0.042,0.09,0.058,0.058,0.123,0.0079,0.008,0.0078,2.1.2
DHHelitron_1_6_ssu,0.125,0.047,0.059,0.091,0.071,0.035,0.015,0.052,0.06,0.038,0.036,0.046,0.065,0.053,0.071,0.111,0.008,0.0082,0.0079,2.1.2
DHHelitron_1_7_ssu,0.135,0.043,0.051,0.111,0.058,0.029,0.015,0.046,0.056,0.027,0.035,0.042,0.09,0.048,0.06,0.13,0.0078,0.0079,0.0078,2.1.2
DHHelitron_1_8_ssu,0.116,0.046,0.05,0.105,0.056,0.033,0.021,0.055,0.051,0.031,0.037,0.044,0.093,0.056,0.055,0.13,0.0079,0.008,0.0079,2.1.2
DHHelitron_1_9_ssu,0.106,0.04,0.024,0.12,0.042,0.023,0.025,0.046,0.035,0.032,0.021,0.033,0.107,0.041,0.052,0.227,0.0077,0.0076,0.0077,2.1.2
DHHelitron_1_10_ssu,0.129,0.046,0.042,0.104,0.062,0.034,0.022,0.052,0.044,0.031,0.035,0.042,0.088,0.058,0.052,0.135,0.0078,0.0079,0.0079,2.1.2
DHHelitron_1_11_ssu,0.113,0.04,0.047,0.113,0.056,0.03,0.015,0.052,0.053,0.026,0.03,0.048,0.091,0.058,0.064,0.14,0.0079,0.0079,0.0079,2.1.2
DHHelitron_1_12_ssu,0.116,0.044,0.052,0.092,0.064,0.041,0.019,0.057,0.054,0.035,0.034,0.049,0.071,0.061,0.066,0.122,0.0079,0.0081,0.0078,2.1.2
DHHelitron_1_13_ssu,0.089,0.02,0.019,0.138,0.039,0.01,0.01,0.032,0.031,0.014,0.028,0.046,0.107,0.046,0.064,0.285,0.0073,0.0076,0.0076,2.1.2
DHHelitron_1_14_ssu,0.065,0.034,0.005,0.187,0.046,0.01,0.012,0.059,0.003,0.014,0.007,0.017,0.177,0.07,0.019,0.253,0.0083,0.0078,0.0069,2.1.2
DHHelitron_1_15_ssu,0.102,0.045,0.06,0.085,0.062,0.033,0.024,0.054,0.059,0.039,0.039,0.055,0.07,0.055,0.069,0.124,0.008,0.0082,0.0081,2.1.2
DHHelitron_1_16_ssu,0.118,0.047,0.047,0.104,0.065,0.034,0.019,0.056,0.05,0.028,0.03,0.046,0.083,0.064,0.059,0.126,0.0079,0.0081,0.0079,2.1.2
DHHelitron_1_17_ssu,0.175,0.042,0.013,0.138,0.042,0.013,0.042,0.046,0.013,0.046,0.013,0.038,0.138,0.042,0.046,0.133,0.0084,0.0073,0.0088,2.1.2
DHHelitron_1_18_ssu,0.133,0.047,0.05,0.108,0.071,0.032,0.015,0.049,0.051,0.031,0.026,0.038,0.083,0.057,0.055,0.129,0.0078,0.008,0.0076,2.1.2
DHHelitron_1_19_ssu,0.107,0.048,0.054,0.087,0.068,0.034,0.017,0.06,0.051,0.037,0.033,0.053,0.07,0.061,0.069,0.127,0.0081,0.0083,0.0081,2.1.2
DHHelitron_1_20_ssu,0.113,0.044,0.048,0.098,0.063,0.042,0.022,0.053,0.05,0.031,0.036,0.047,0.077,0.062,0.059,0.131,0.0079,0.008,0.0079,2.1.2
DHHelitron_1_21_ssu,0.109,0.044,0.058,0.093,0.062,0.039,0.023,0.055,0.064,0.036,0.039,0.046,0.068,0.061,0.064,0.117,0.0079,0.0082,0.0079,2.1.2
DHHelitron_1_22_ssu,0.134,0.036,0.057,0.101,0.05,0.029,0.017,0.05,0.06,0.031,0.033,0.047,0.083,0.051,0.065,0.132,0.0077,0.0078,0.0077,2.1.2
DHHelitron_1_23_ssu,0.138,0.052,0.055,0.099,0.073,0.033,0.013,0.051,0.052,0.032,0.025,0.043,0.082,0.053,0.058,0.119,0.0078,0.008,0.0078,2.1.2
DHHelitron_1_24_ssu,0.107,0.055,0.041,0.104,0.083,0.034,0.012,0.061,0.043,0.033,0.02,0.042,0.074,0.069,0.066,0.132,0.0082,0.0082,0.008,2.1.2
DHHelitron_1_25_ssu,0.106,0.03,0.033,0.114,0.039,0.023,0.016,0.044,0.047,0.017,0.029,0.055,0.092,0.052,0.07,0.209,0.0075,0.0076,0.0075,2.1.2
DHHelitron_1_26_ssu,0.116,0.046,0.062,0.095,0.059,0.031,0.013,0.057,0.07,0.029,0.038,0.047,0.073,0.054,0.071,0.116,0.0078,0.0079,0.0079,2.1.2
DHHelitron_1_27_ssu,0.119,0.048,0.055,0.092,0.063,0.045,0.023,0.052,0.062,0.035,0.046,0.042,0.071,0.054,0.062,0.108,0.0079,0.0082,0.0081,2.1.2
DHHelitron_1_28_ssu,0.117,0.046,0.059,0.101,0.065,0.036,0.014,0.053,0.062,0.032,0.036,0.044,0.079,0.053,0.066,0.114,0.008,0.0082,0.008,2.1.2
DHHelitron_1_29_ssu,0.159,0.062,0.029,0.125,0.067,0.029,0.024,0.043,0.019,0.034,0.043,0.019,0.134,0.038,0.019,0.13,0.008,0.0082,0.0087,2.1.2
DHHelitron_1_30_ssu,0.113,0.052,0.046,0.102,0.066,0.04,0.014,0.065,0.049,0.028,0.027,0.043,0.084,0.065,0.06,0.122,0.008,0.0081,0.008,2.1.2
DHHelitron_1_31_ssu,0.115,0.044,0.061,0.096,0.061,0.031,0.014,0.054,0.067,0.031,0.042,0.045,0.074,0.054,0.067,0.12,0.0079,0.0082,0.0079,2.1.2
DHHelitron_1_32_ssu,0.107,0.04,0.046,0.101,0.059,0.03,0.016,0.061,0.045,0.032,0.031,0.051,0.082,0.064,0.067,0.147,0.0079,0.0081,0.008,2.1.2
DHHelitron_1_33_ssu,0.147,0.043,0.041,0.117,0.052,0.031,0.016,0.046,0.048,0.023,0.025,0.037,0.101,0.048,0.051,0.153,0.0076,0.0078,0.0078,2.1.2
DHHelitron_1_34_ssu,0.116,0.038,0.045,0.105,0.055,0.03,0.021,0.043,0.049,0.031,0.038,0.048,0.085,0.05,0.061,0.164,0.0078,0.0079,0.0077,2.1.2
DHHelitron_1_35_ssu,0.12,0.044,0.056,0.102,0.06,0.032,0.017,0.05,0.06,0.032,0.036,0.047,0.082,0.051,0.066,0.122,0.0079,0.0081,0.008,2.1.2
DHHelitron_1_36_ssu,0.137,0.046,0.05,0.11,0.066,0.03,0.011,0.046,0.052,0.022,0.027,0.046,0.088,0.055,0.059,0.134,0.0077,0.0078,0.0076,2.1.2
DHHelitron_1_37_ssu,0.113,0.05,0.048,0.097,0.07,0.041,0.018,0.053,0.051,0.03,0.035,0.048,0.075,0.062,0.062,0.122,0.008,0.0082,0.0082,2.1.2
DHHelitron_1_38_ssu,0.122,0.033,0.037,0.12,0.046,0.026,0.02,0.043,0.041,0.026,0.027,0.044,0.103,0.049,0.055,0.184,0.0077,0.0078,0.0076,2.1.2
DHHelitron_1_39_ssu,0.095,0.042,0.063,0.084,0.067,0.031,0.01,0.065,0.063,0.039,0.042,0.052,0.059,0.061,0.081,0.124,0.008,0.0083,0.0079,2.1.2
DHHelitron_1_40_ssu,0.154,0.049,0.033,0.118,0.048,0.026,0.013,0.05,0.037,0.02,0.02,0.039,0.114,0.042,0.052,0.161,0.0077,0.0075,0.0074,2.1.2
DHHelitron_1_41_ssu,0.158,0.062,0.033,0.134,0.072,0.019,0.024,0.033,0.024,0.033,0.048,0.019,0.139,0.033,0.019,0.124,0.0081,0.0081,0.0089,2.1.2
DHHelitron_1_42_ssu,0.125,0.055,0.041,0.1,0.075,0.048,0.018,0.055,0.046,0.031,0.03,0.04,0.076,0.062,0.057,0.119,0.0079,0.0081,0.008,2.1.2
DHHelitron_1_43_ssu,0.167,0.051,0.033,0.118,0.058,0.032,0.017,0.057,0.037,0.022,0.017,0.032,0.107,0.059,0.041,0.131,0.0075,0.0074,0.0074,2.1.2
DHHelitron_1_44_ssu,0.107,0.043,0.061,0.085,0.06,0.033,0.018,0.059,0.061,0.036,0.042,0.053,0.068,0.058,0.072,0.122,0.0078,0.0081,0.0078,2.1.2
DHHelitron_1_45_ssu,0.106,0.043,0.044,0.101,0.064,0.032,0.014,0.055,0.049,0.03,0.034,0.049,0.075,0.06,0.07,0.148,0.0079,0.0083,0.008,2.1.2
DHHelitron_1_46_ssu,0.13,0.045,0.052,0.1,0.063,0.036,0.018,0.054,0.051,0.029,0.031,0.043,0.083,0.06,0.054,0.129,0.0077,0.0079,0.0077,2.1.2
DHHelitron_1_47_ssu,0.104,0.046,0.06,0.09,0.067,0.038,0.017,0.061,0.06,0.041,0.04,0.046,0.068,0.058,0.071,0.109,0.0081,0.0084,0.0082,2.1.2
DHHelitron_1_48_ssu,0.102,0.043,0.046,0.103,0.056,0.031,0.022,0.049,0.055,0.031,0.035,0.05,0.082,0.054,0.067,0.151,0.0079,0.0079,0.008,2.1.2
DHHelitron_1_49_ssu,0.097,0.041,0.057,0.097,0.06,0.031,0.013,0.063,0.057,0.037,0.04,0.051,0.077,0.058,0.076,0.121,0.0081,0.0082,0.008,2.1.2
DHHelitron_1_50_ssu,0.139,0.044,0.043,0.113,0.057,0.024,0.014,0.046,0.049,0.023,0.036,0.041,0.093,0.05,0.057,0.148,0.0076,0.0078,0.0076,2.1.2
DHHelitron_1_51_ssu,0.119,0.044,0.052,0.104,0.065,0.034,0.02,0.054,0.048,0.032,0.032,0.046,0.087,0.062,0.054,0.124,0.008,0.008,0.0079,2.1.2
DHHelitron_1_52_ssu,0.137,0.049,0.058,0.104,0.069,0.032,0.013,0.05,0.056,0.028,0.032,0.042,0.086,0.056,0.054,0.11,0.0079,0.008,0.0078,2.1.2
DHHelitron_1_53_ssu,0.121,0.041,0.056,0.101,0.057,0.033,0.015,0.055,0.062,0.028,0.034,0.044,0.079,0.057,0.064,0.13,0.0077,0.0079,0.0077,2.1.2
DHHelitron_1_54_ssu,0.119,0.042,0.052,0.102,0.057,0.031,0.015,0.055,0.055,0.032,0.033,0.047,0.084,0.054,0.067,0.132,0.0079,0.008,0.0078,2.1.2
DHHelitron_1_55_ssu,0.109,0.047,0.061,0.086,0.07,0.04,0.019,0.05,0.063,0.037,0.046,0.053,0.061,0.056,0.072,0.105,0.008,0.0083,0.0082,2.1.2
DHHelitron_1_56_ssu,0.091,0.046,0.052,0.093,0.069,0.044,0.021,0.057,0.058,0.034,0.043,0.05,0.065,0.066,0.068,0.119,0.008,0.0083,0.0082,2.1.2
DHHelitron_1_57_ssu,0.135,0.044,0.056,0.101,0.061,0.027,0.015,0.053,0.06,0.026,0.031,0.044,0.08,0.059,0.06,0.124,0.0077,0.0078,0.0076,2.1.2
DHHelitron_1_58_ssu,0.128,0.048,0.045,0.113,0.064,0.034,0.015,0.051,0.05,0.024,0.028,0.047,0.093,0.058,0.06,0.121,0.0079,0.008,0.0079,2.1.2
DHHelitron_1_59_ssu,0.139,0.049,0.06,0.097,0.069,0.03,0.011,0.053,0.059,0.029,0.03,0.045,0.078,0.054,0.063,0.113,0.0078,0.0079,0.0076,2.1.2
DHHelitron_1_60_ssu,0.121,0.041,0.047,0.108,0.057,0.027,0.012,0.05,0.049,0.024,0.031,0.047,0.089,0.054,0.061,0.157,0.0077,0.0079,0.0078,2.1.2
DHHelitron_1_61_ssu,0.108,0.05,0.068,0.087,0.073,0.038,0.015,0.058,0.068,0.037,0.04,0.045,0.064,0.06,0.067,0.1,0.008,0.0081,0.0079,2.1.2
DHHelitron_1_62_ssu,0.086,0.044,0.053,0.093,0.062,0.034,0.013,0.063,0.058,0.035,0.04,0.051,0.072,0.059,0.077,0.136,0.008,0.0082,0.0079,2.1.2
DHHelitron_1_63_ssu,0.133,0.052,0.052,0.105,0.07,0.033,0.015,0.05,0.058,0.031,0.029,0.036,0.081,0.051,0.058,0.123,0.0078,0.008,0.0078,2.1.2
DHHelitron_1_64_ssu,0.113,0.05,0.053,0.095,0.067,0.035,0.012,0.059,0.055,0.03,0.033,0.048,0.077,0.058,0.068,0.124,0.0079,0.0081,0.0079,2.1.2
DHHelitron_1_65_ssu,0.114,0.048,0.057,0.092,0.07,0.039,0.018,0.056,0.06,0.035,0.035,0.044,0.067,0.062,0.063,0.115,0.0079,0.0082,0.008,2.1.2
DHHelitron_1_66_ssu,0.137,0.05,0.05,0.109,0.069,0.034,0.011,0.053,0.048,0.026,0.024,0.04,0.092,0.056,0.054,0.124,0.0079,0.0079,0.0078,2.1.2
DHHelitron_1_67_ssu,0.126,0.047,0.042,0.11,0.058,0.031,0.016,0.05,0.047,0.024,0.025,0.046,0.093,0.054,0.059,0.149,0.0078,0.0079,0.0079,2.1.2
DHHelitron_1_68_ssu,0.142,0.046,0.042,0.108,0.058,0.034,0.018,0.053,0.052,0.026,0.029,0.039,0.086,0.058,0.056,0.129,0.0077,0.0079,0.0077,2.1.2
DHHelitron_1_69_ssu,0.113,0.049,0.056,0.099,0.064,0.036,0.011,0.058,0.057,0.026,0.034,0.046,0.082,0.058,0.063,0.123,0.0079,0.0081,0.008,2.1.2
DHHelitron_1_70_ssu,0.123,0.048,0.054,0.095,0.069,0.036,0.018,0.051,0.054,0.034,0.037,0.044,0.074,0.056,0.06,0.124,0.0078,0.0081,0.0079,2.1.2
DHHelitron_1_71_ssu,0.136,0.047,0.051,0.109,0.066,0.033,0.014,0.05,0.049,0.029,0.031,0.044,0.092,0.054,0.058,0.115,0.0079,0.008,0.0079,2.1.2
DHHelitron_1_72_ssu,0.115,0.046,0.057,0.095,0.059,0.039,0.019,0.054,0.062,0.032,0.038,0.046,0.077,0.054,0.065,0.116,0.0078,0.008,0.0079,2.1.2
DHHelitron_1_73_ssu,0.127,0.044,0.054,0.106,0.066,0.037,0.022,0.046,0.057,0.033,0.029,0.043,0.08,0.057,0.058,0.117,0.008,0.0081,0.008,2.1.2
DHHelitron_1_74_ssu,0.135,0.049,0.047,0.11,0.063,0.036,0.018,0.047,0.052,0.026,0.03,0.038,0.091,0.052,0.052,0.129,0.0079,0.008,0.0078,2.1.2
DHHelitron_1_75_ssu,0.118,0.043,0.05,0.105,0.059,0.031,0.015,0.052,0.054,0.027,0.034,0.046,0.086,0.055,0.062,0.14,0.0078,0.008,0.0079,2.1.2
DHHelitron_1_76_ssu,0.115,0.045,0.04,0.101,0.064,0.025,0.013,0.058,0.044,0.028,0.028,0.049,0.078,0.061,0.068,0.159,0.0079,0.0081,0.008,2.1.2
DHHelitron_1_77_ssu,0.096,0.035,0.047,0.107,0.05,0.028,0.014,0.06,0.046,0.028,0.033,0.049,0.092,0.061,0.064,0.165,0.0079,0.0081,0.0078,2.1.2
DHHelitron_1_78_ssu,0.095,0.039,0.054,0.091,0.057,0.033,0.018,0.058,0.06,0.037,0.041,0.055,0.068,0.057,0.08,0.133,0.0079,0.0081,0.0079,2.1.2
DHHelitron_1_79_ssu,0.09,0.044,0.041,0.108,0.068,0.027,0.013,0.054,0.044,0.034,0.026,0.047,0.082,0.057,0.07,0.171,0.0081,0.0083,0.008,2.1.2
DHHelitron_1_80_ssu,0.169,0.043,0.026,0.123,0.042,0.027,0.01,0.05,0.027,0.01,0.023,0.036,0.124,0.049,0.037,0.181,0.0073,0.0075,0.0077,2.1.2
DHHelitron_1_81_ssu,0.12,0.04,0.052,0.101,0.058,0.026,0.012,0.054,0.053,0.03,0.033,0.052,0.082,0.054,0.072,0.139,0.0078,0.0079,0.0077,2.1.2
DHHelitron_1_82_ssu,0.131,0.042,0.046,0.122,0.054,0.019,0.01,0.049,0.052,0.02,0.027,0.045,0.103,0.051,0.062,0.146,0.0078,0.0078,0.0074,2.1.2
DHHelitron_1_83_ssu,0.107,0.045,0.052,0.094,0.061,0.034,0.02,0.058,0.053,0.034,0.032,0.051,0.077,0.059,0.065,0.133,0.0079,0.0081,0.0078,2.1.2
DHHelitron_1_84_ssu,0.112,0.042,0.049,0.103,0.06,0.035,0.016,0.052,0.052,0.032,0.034,0.048,0.082,0.055,0.067,0.138,0.0079,0.008,0.008,2.1.2
DHHelitron_1_85_ssu,0.106,0.045,0.053,0.093,0.067,0.039,0.013,0.064,0.056,0.034,0.034,0.047,0.068,0.065,0.071,0.122,0.0079,0.0082,0.0078,2.1.2
DHHelitron_1_86_ssu,0.109,0.034,0.019,0.152,0.045,0.015,0.013,0.038,0.034,0.023,0.021,0.023,0.126,0.039,0.049,0.239,0.0076,0.0071,0.0074,2.1.2
DHHelitron_1_87_ssu,0.118,0.035,0.045,0.111,0.046,0.018,0.01,0.045,0.052,0.021,0.035,0.057,0.094,0.045,0.075,0.17,0.0078,0.008,0.0078,2.1.2
DHHelitron_1_88_ssu,0.12,0.045,0.059,0.098,0.063,0.033,0.015,0.048,0.064,0.029,0.042,0.051,0.075,0.052,0.071,0.111,0.0079,0.0081,0.0079,2.1.2
DHHelitron_1_89_ssu,0.136,0.041,0.049,0.12,0.052,0.024,0.009,0.051,0.049,0.021,0.023,0.043,0.11,0.05,0.054,0.143,0.0078,0.0078,0.0078,2.1.2
DHHelitron_1_90_ssu,0.133,0.042,0.053,0.106,0.06,0.03,0.018,0.045,0.054,0.027,0.029,0.043,0.088,0.053,0.054,0.141,0.0077,0.0078,0.0076,2.1.2
DHHelitron_1_91_ssu,0.146,0.036,0.023,0.125,0.041,0.022,0.018,0.043,0.028,0.026,0.012,0.042,0.115,0.04,0.055,0.203,0.0077,0.0075,0.0079,2.1.2
DHHelitron_1_92_ssu,0.148,0.042,0.044,0.119,0.053,0.024,0.013,0.045,0.054,0.021,0.025,0.04,0.098,0.048,0.058,0.147,0.0076,0.0076,0.0076,2.1.2
DHHelitron_1_93_ssu,0.144,0.049,0.048,0.105,0.066,0.031,0.014,0.045,0.05,0.028,0.03,0.041,0.086,0.049,0.057,0.135,0.0077,0.0079,0.0076,2.1.2
DHHelitron_1_94_ssu,0.114,0.047,0.039,0.107,0.053,0.025,0.019,0.047,0.046,0.022,0.034,0.039,0.093,0.05,0.051,0.19,0.0075,0.0076,0.0075,2.1.2
DHHelitron_1_95_ssu,0.106,0.041,0.05,0.092,0.057,0.04,0.027,0.05,0.053,0.034,0.039,0.049,0.074,0.059,0.058,0.147,0.0077,0.008,0.008,2.1.2
DHHelitron_1_96_ssu,0.106,0.039,0.051,0.102,0.055,0.03,0.017,0.052,0.055,0.03,0.039,0.053,0.082,0.054,0.07,0.14,0.0079,0.0081,0.0078,2.1.2
DHHelitron_1_97_ssu,0.144,0.041,0.057,0.106,0.057,0.026,0.016,0.041,0.061,0.03,0.039,0.046,0.086,0.042,0.065,0.118,0.0079,0.008,0.0076,2.1.2
DHHelitron_1_98_ssu,0.149,0.043,0.049,0.107,0.058,0.037,0.019,0.048,0.055,0.029,0.03,0.038,0.087,0.053,0.053,0.122,0.0077,0.0079,0.0077,2.1.2
DHHelitron_1_99_ssu,0.129,0.042,0.047,0.117,0.057,0.028,0.013,0.049,0.049,0.023,0.023,0.044,0.099,0.055,0.056,0.145,0.0078,0.0077,0.0078,2.1.2
DHHelitron_1_100_ssu,0.087,0.039,0.023,0.116,0.043,0.026,0.019,0.051,0.034,0.024,0.023,0.029,0.101,0.05,0.046,0.266,0.0073,0.0075,0.0074,2.1.2
DHHelitron_1_101_ssu,0.13,0.043,0.053,0.102,0.057,0.031,0.017,0.052,0.056,0.029,0.033,0.044,0.086,0.054,0.059,0.132,0.0078,0.008,0.0078,2.1.2
DHHelitron_1_102_ssu,0.112,0.045,0.052,0.097,0.062,0.034,0.02,0.056,0.056,0.031,0.038,0.051,0.076,0.062,0.066,0.119,0.008,0.0081,0.008,2.1.2
DHHelitron_1_103_ssu,0.111,0.044,0.056,0.099,0.069,0.031,0.013,0.061,0.051,0.032,0.024,0.049,0.08,0.067,0.062,0.126,0.008,0.0079,0.008,2.1.2
DHHelitron_1_104_ssu,0.132,0.048,0.058,0.098,0.066,0.034,0.014,0.054,0.063,0.03,0.033,0.045,0.074,0.056,0.066,0.106,0.0079,0.0081,0.0078,2.1.2
DHHelitron_1_105_ssu,0.106,0.043,0.057,0.091,0.064,0.032,0.01,0.061,0.056,0.033,0.033,0.05,0.071,0.06,0.072,0.136,0.0078,0.008,0.0078,2.1.2
DHHelitron_1_106_ssu,0.12,0.047,0.051,0.105,0.066,0.037,0.008,0.062,0.048,0.025,0.028,0.045,0.089,0.064,0.059,0.123,0.0078,0.0079,0.0078,2.1.2
DHHelitron_1_107_ssu,0.125,0.044,0.058,0.096,0.062,0.03,0.018,0.059,0.063,0.035,0.031,0.046,0.073,0.061,0.067,0.11,0.0079,0.008,0.0079,2.1.2
DHHelitron_1_108_ssu,0.099,0.056,0.046,0.096,0.071,0.04,0.021,0.061,0.053,0.031,0.034,0.051,0.075,0.067,0.067,0.108,0.0082,0.0082,0.0081,2.1.2
DHHelitron_1_109_ssu,0.158,0.053,0.036,0.086,0.063,0.044,0.04,0.039,0.046,0.04,0.048,0.048,0.067,0.048,0.058,0.103,0.0077,0.0078,0.008,2.1.2
DHHelitron_1_110_ssu,0.12,0.045,0.048,0.104,0.062,0.032,0.013,0.052,0.05,0.026,0.03,0.048,0.086,0.056,0.063,0.143,0.0078,0.0079,0.0078,2.1.2
DHHelitron_1_111_ssu,0.103,0.046,0.056,0.087,0.059,0.041,0.026,0.056,0.063,0.037,0.041,0.051,0.067,0.058,0.069,0.115,0.008,0.0083,0.0081,2.1.2
DHHelitron_1_112_ssu,0.126,0.052,0.06,0.095,0.071,0.037,0.016,0.05,0.061,0.034,0.038,0.043,0.075,0.051,0.062,0.105,0.0079,0.0081,0.0079,2.1.2
DHHelitron_1_113_ssu,0.122,0.049,0.05,0.1,0.059,0.036,0.019,0.051,0.053,0.024,0.034,0.048,0.087,0.056,0.056,0.134,0.0078,0.0077,0.0076,2.1.2
DHHelitron_1_114_ssu,0.12,0.056,0.051,0.103,0.065,0.039,0.014,0.059,0.049,0.024,0.017,0.036,0.096,0.059,0.044,0.143,0.0077,0.0076,0.0077,2.1.2
DHHelitron_1_115_ssu,0.083,0.021,0.031,0.118,0.035,0.023,0.019,0.044,0.032,0.024,0.025,0.056,0.103,0.052,0.063,0.247,0.0075,0.0077,0.0076,2.1.2
DHHelitron_1_116_ssu,0.131,0.045,0.046,0.11,0.059,0.03,0.02,0.05,0.052,0.028,0.027,0.043,0.09,0.056,0.058,0.131,0.0079,0.0079,0.0079,2.1.2
DHHelitron_1_117_ssu,0.098,0.038,0.062,0.103,0.048,0.031,0.023,0.06,0.06,0.037,0.031,0.045,0.095,0.056,0.057,0.131,0.008,0.0077,0.008,2.1.2
DHHelitron_1_118_ssu,0.104,0.043,0.051,0.09,0.061,0.038,0.022,0.06,0.055,0.039,0.04,0.049,0.068,0.062,0.07,0.124,0.0079,0.0082,0.0082,2.1.2
DHHelitron_1_119_ssu,0.1,0.044,0.054,0.089,0.061,0.037,0.02,0.059,0.054,0.038,0.039,0.051,0.071,0.059,0.068,0.131,0.0079,0.0082,0.008,2.1.2
