id,1,2,3,4,5,6,7,8,9,10,11,12,classification
Euro_eel_AZBK01S004392.1_26231,0.232,0.481,0.585,0.539,0.479,0.479,0.144,0.234,-0.068,-0.068,0.534,0.544,1.2.7
Euro_eel_AZBK01S004508.1_62018,0.218,0.447,0.576,0.536,0.445,0.445,0.15,0.219,-0.045,-0.045,0.532,0.541,1.2.4
Euro_eel_AZBK01S004683.1_30953,0.223,0.474,0.664,0.569,0.472,0.472,0.159,0.225,0.014,0.014,0.564,0.575,1.2.6
Euro_eel_AZBK01S004978.1_23456,0.264,0.546,0.64,0.597,0.544,0.544,0.181,0.266,-0.034,-0.034,0.592,0.604,1.2.1
Euro_eel_AZBK01S005350.1_13697,0.26,0.537,0.637,0.603,0.535,0.535,0.18,0.263,-0.042,-0.042,0.598,0.61,1.2.7
Euro_eel_AZBK01S005448.1_15515,0.245,0.494,0.615,0.533,0.492,0.492,0.204,0.248,-0.064,-0.064,0.528,0.538,1.2.7
Euro_eel_AZBK01S005454.1_20054,0.16,0.377,0.666,0.481,0.376,0.376,0.078,0.161,-0.032,-0.032,0.476,0.482,1.2.6
Euro_eel_AZBK01S005500.1_17528,0.288,0.553,0.623,0.591,0.551,0.551,0.179,0.291,-0.01,-0.01,0.587,0.598,1.2.6
Euro_eel_AZBK01S005690.1_347,0.256,0.532,0.642,0.576,0.531,0.531,0.182,0.26,-0.04,-0.04,0.571,0.581,1.2.7
Euro_eel_AZBK01S005987.1_15944,0.211,0.468,0.61,0.535,0.467,0.467,0.149,0.213,-0.066,-0.066,0.531,0.54,1.2.9
Euro_eel_AZBK01S006205.1_14903,0.262,0.512,0.657,0.575,0.511,0.511,0.156,0.264,-0.024,-0.024,0.57,0.581,1.2.6
Euro_eel_AZBK01S006225.1_19634,0.106,0.333,0.664,0.472,0.332,0.332,0.073,0.107,-0.021,-0.021,0.468,0.471,1.2.6
Euro_eel_AZBK01S006483.1_32330,0.218,0.461,0.649,0.556,0.459,0.459,0.134,0.219,-0.014,-0.014,0.551,0.561,1.2.6
Euro_eel_AZBK01S006751.1_8978,0.234,0.478,0.63,0.541,0.476,0.476,0.168,0.237,-0.029,-0.029,0.537,0.547,1.2.6
Euro_eel_AZBK01S006910.1_12581,0.226,0.47,0.627,0.549,0.468,0.468,0.163,0.228,-0.023,-0.023,0.545,0.555,1.2.6
Euro_eel_AZBK01S006911.1_13418,0.286,0.574,0.624,0.631,0.572,0.572,0.212,0.29,-0.038,-0.038,0.627,0.639,1.2.7
Euro_eel_AZBK01S007311.1_6173,0.234,0.497,0.654,0.577,0.495,0.495,0.175,0.237,-0.017,-0.017,0.573,0.583,1.2.6
Euro_eel_AZBK01S007671.1_3689,0.27,0.55,0.632,0.579,0.549,0.549,0.204,0.273,-0.04,-0.04,0.574,0.586,1.2.6
Euro_eel_AZBK01S007801.1_8213,0.232,0.457,0.582,0.523,0.456,0.456,0.144,0.233,-0.064,-0.064,0.519,0.528,1.2.7
Euro_eel_AZBK01S008086.1_14225,0.213,0.446,0.579,0.521,0.444,0.444,0.122,0.215,-0.062,-0.062,0.516,0.525,1.2.7
Euro_eel_AZBK01S008124.1_10001,0.224,0.49,0.62,0.576,0.489,0.489,0.171,0.227,-0.033,-0.033,0.571,0.582,1.2.6
Euro_eel_AZBK01S008135.1_11006,0.212,0.473,0.531,0.512,0.471,0.471,0.135,0.214,-0.114,-0.114,0.508,0.517,1.2.8
Euro_eel_AZBK01S008249.1_10727,0.28,0.532,0.645,0.567,0.531,0.531,0.22,0.283,0.001,0.001,0.562,0.575,1.2.6
Euro_eel_AZBK01S008505.1_11837,0.22,0.493,0.613,0.571,0.492,0.492,0.174,0.222,-0.047,-0.047,0.567,0.576,1.2.7
Euro_eel_AZBK01S008582.1_15836,0.306,0.582,0.592,0.596,0.58,0.58,0.216,0.309,-0.026,-0.026,0.592,0.605,1.2.6
Euro_eel_AZBK01S008656.1_11558,0.2,0.456,0.606,0.558,0.455,0.455,0.11,0.201,-0.059,-0.059,0.553,0.563,1.2.6
Euro_eel_AZBK01S008849.1_1511,0.2,0.451,0.6,0.537,0.45,0.45,0.115,0.201,-0.067,-0.067,0.532,0.54,1.2.7
Euro_eel_AZBK01S009654.1_2318,0.26,0.49,0.554,0.531,0.489,0.489,0.19,0.262,-0.062,-0.062,0.526,0.536,1.2.6
Euro_eel_AZBK01S010770.1_7124,0.255,0.526,0.639,0.585,0.524,0.524,0.193,0.258,-0.031,-0.031,0.58,0.59,1.2.16
Euro_eel_AZBK01S010907.1_5819,0.225,0.481,0.637,0.561,0.48,0.48,0.143,0.226,-0.007,-0.007,0.558,0.566,1.2.6
Euro_eel_AZBK01S011411.1_18029,0.228,0.498,0.664,0.564,0.497,0.497,0.209,0.231,-0.032,-0.032,0.56,0.569,1.2.1
Euro_eel_AZBK01S011656.1_2711,0.253,0.477,0.643,0.54,0.476,0.476,0.179,0.255,-0.008,-0.008,0.536,0.546,1.2.6
Euro_eel_AZBK01S012548.1_8465,0.245,0.501,0.539,0.542,0.499,0.499,0.153,0.248,-0.076,-0.076,0.537,0.547,1.2.8
Euro_eel_AZBK01S012755.1_3785,0.21,0.453,0.663,0.57,0.451,0.451,0.163,0.211,0.004,0.004,0.565,0.574,1.2.6
Euro_eel_AZBK01S013752.1_3806,0.275,0.526,0.584,0.559,0.524,0.524,0.187,0.277,-0.065,-0.065,0.555,0.565,1.2.7
Euro_eel_AZBK01S013880.1_5924,0.17,0.425,0.612,0.54,0.423,0.423,0.109,0.171,-0.042,-0.042,0.536,0.543,1.2.7
Euro_eel_AZBK01S014267.1_5681,0.151,0.416,0.59,0.515,0.414,0.414,0.111,0.152,-0.06,-0.06,0.511,0.519,1.2.8
Euro_eel_AZBK01S018249.1_1031,0.116,0.365,0.726,0.5,0.364,0.364,0.096,0.118,0.003,0.003,0.495,0.501,1.2.6
Euro_eel_AZBK01S020050.1_1856,0.213,0.446,0.623,0.545,0.445,0.445,0.119,0.214,-0.03,-0.03,0.54,0.549,1.2.8
Euro_eel_AZBK01S020333.1_2111,0.249,0.525,0.702,0.603,0.524,0.524,0.172,0.252,-0.012,-0.012,0.598,0.608,1.2.8
Euro_eel_AZBK01S028233.1_53,0.118,0.35,0.672,0.484,0.349,0.349,0.088,0.119,-0.023,-0.023,0.48,0.483,1.2.6
Euro_eel_AZBK01S208785.1_1544,0.142,0.392,0.732,0.52,0.39,0.39,0.088,0.144,0.015,0.015,0.515,0.521,1.2.6
Euro_eel_AZBK01S255631.1_647,0.264,0.539,0.595,0.574,0.537,0.537,0.175,0.267,-0.056,-0.056,0.569,0.581,1.2.1
Euro_eel_AZBK01S378822.1_1520,0.273,0.528,0.674,0.591,0.527,0.527,0.177,0.275,0.023,0.023,0.587,0.599,1.2.6
Euro_eel_AZBK01S458774.1_2480,0.215,0.469,0.661,0.553,0.467,0.467,0.162,0.217,-0.005,-0.005,0.548,0.557,1.2.1
Euro_eel_AZBK01S489796.1_3038,0.308,0.569,0.638,0.601,0.567,0.567,0.186,0.311,-0.012,-0.012,0.597,0.608,1.2.6
Euro_eel_AZBK01S496960.1_2165,0.29,0.558,0.614,0.602,0.557,0.557,0.198,0.292,-0.013,-0.013,0.597,0.61,1.2.7
Euro_eel_Contig_1,0.088,0.377,0.601,0.513,0.375,0.375,0.11,0.088,-0.037,-0.037,0.508,0.513,2.1.1.8
Euro_eel_Contig_10,0.209,0.503,0.518,0.549,0.501,0.501,0.188,0.211,-0.072,-0.072,0.544,0.553,2.1.1.8
Euro_eel_Contig_11,0.122,0.349,0.549,0.458,0.347,0.347,0.112,0.121,-0.056,-0.056,0.453,0.456,2.1.1.8
Euro_eel_Contig_12,0.114,0.342,0.472,0.441,0.341,0.341,0.156,0.116,-0.151,-0.151,0.438,0.441,2.1.1.8
Euro_eel_Contig_13,0.22,0.455,0.504,0.454,0.454,0.454,0.198,0.221,-0.082,-0.082,0.449,0.453,2.1.1.8
Euro_eel_Contig_15,0.336,0.625,0.639,0.641,0.623,0.623,0.264,0.338,-0.011,-0.011,0.636,0.648,2.1.1.8
Euro_eel_Contig_4,0.28,0.55,0.505,0.552,0.549,0.549,0.224,0.283,-0.12,-0.12,0.548,0.555,2.1.1.8
Euro_eel_Contig_5,0.174,0.383,0.449,0.473,0.381,0.381,0.196,0.174,-0.143,-0.143,0.469,0.474,2.1.1.8
Euro_eel_Contig_6,0.235,0.451,0.462,0.454,0.45,0.45,0.245,0.235,-0.148,-0.148,0.449,0.454,2.1.1.8
Euro_eel_Contig_7,0.258,0.583,0.508,0.574,0.581,0.581,0.302,0.262,-0.113,-0.113,0.568,0.58,2.1.1.8
Euro_eel_Contig_8,0.033,0.354,0.661,0.589,0.353,0.353,0.184,0.033,-0.01,-0.01,0.585,0.588,2.1.1.8
Euro_eel_Contig_9,0.372,0.662,0.487,0.569,0.661,0.661,0.28,0.375,-0.088,-0.088,0.563,0.575,2.1.1.8
Euro_eel_LTR_13,0.151,0.335,0.534,0.427,0.333,0.333,0.09,0.151,-0.112,-0.112,0.423,0.428,1.1.7
Euro_eel_LTR_15,0.073,0.268,0.509,0.368,0.267,0.267,0.043,0.073,-0.148,-0.148,0.364,0.367,1.1.7
Euro_eel_LTR_38,0.26,0.529,0.586,0.56,0.528,0.528,0.143,0.263,-0.082,-0.082,0.555,0.565,1.1.7
Euro_eel_LTR_56,0.176,0.442,0.662,0.533,0.44,0.44,0.069,0.178,-0.029,-0.029,0.528,0.536,1.1.7
Euro_eel_LTR_59,0.19,0.396,0.585,0.476,0.395,0.395,0.111,0.191,-0.054,-0.054,0.472,0.48,1.1.7
Euro_eel_rnd-1_family-0,0.169,0.42,0.506,0.413,0.418,0.418,0.239,0.172,-0.096,-0.096,0.408,0.413,2.1.1.3
Euro_eel_rnd-1_family-10,0.234,0.442,0.539,0.437,0.441,0.441,0.155,0.233,-0.079,-0.079,0.431,0.437,2.1.1.8
Euro_eel_rnd-1_family-103,0.462,0.789,0.54,0.642,0.788,0.788,0.231,0.467,-0.044,-0.044,0.638,0.651,2.1.1.6
Euro_eel_rnd-1_family-105,-0.075,0.015,0.321,0.158,0.015,0.015,0.005,-0.078,-0.232,-0.232,0.155,0.153,1.2.7
Euro_eel_rnd-1_family-110,-0.01,0.156,0.41,0.248,0.155,0.155,0.097,-0.011,-0.074,-0.074,0.244,0.245,1.3.1
Euro_eel_rnd-1_family-111,-0.088,0.101,0.338,0.209,0.1,0.1,-0.332,-0.092,-0.248,-0.248,0.205,0.204,2.1.1.8
Euro_eel_rnd-1_family-120,0.128,0.285,0.48,0.393,0.285,0.285,0.088,0.126,-0.138,-0.138,0.389,0.392,2.1.1.8
Euro_eel_rnd-1_family-121,0.36,0.585,0.391,0.495,0.584,0.584,-0.125,0.365,-0.158,-0.158,0.494,0.504,1.2.16
Euro_eel_rnd-1_family-128,-0.01,0.065,0.295,0.178,0.064,0.064,0.032,-0.012,-0.31,-0.31,0.175,0.174,1.2.7
Euro_eel_rnd-1_family-13,-0.036,0.164,0.529,0.439,0.161,0.161,0.005,-0.037,-0.154,-0.154,0.433,0.434,1.2.7
Euro_eel_rnd-1_family-130,0.308,0.653,0.506,0.625,0.65,0.65,0.029,0.316,-0.042,-0.042,0.62,0.632,2.1.1.6
Euro_eel_rnd-1_family-133,0.19,0.35,0.455,0.379,0.349,0.349,0.149,0.19,-0.161,-0.161,0.376,0.379,2.1.1.8
Euro_eel_rnd-1_family-134,0.162,0.414,0.534,0.534,0.412,0.412,0.125,0.165,-0.159,-0.159,0.527,0.534,2.1.1.8
Euro_eel_rnd-1_family-138,0.168,0.405,0.581,0.446,0.404,0.404,0.179,0.168,-0.009,-0.009,0.443,0.449,2.1.1.8
Euro_eel_rnd-1_family-144,0.202,0.416,0.454,0.411,0.416,0.416,0.164,0.204,-0.154,-0.154,0.407,0.41,2.1.1.8
Euro_eel_rnd-1_family-147,0.046,0.086,0.36,0.198,0.086,0.086,0.096,0.042,-0.207,-0.207,0.194,0.191,2.1.1.8
Euro_eel_rnd-1_family-148,0.197,0.302,0.536,0.439,0.302,0.302,0.134,0.191,-0.062,-0.062,0.437,0.438,2.1.1.8
Euro_eel_rnd-1_family-154,-0.001,0.091,0.341,0.188,0.091,0.091,-0.02,-0.003,-0.239,-0.239,0.187,0.183,1.2.7
Euro_eel_rnd-1_family-159,0.35,0.839,0.686,0.822,0.835,0.835,0.409,0.366,-0.049,-0.049,0.815,0.835,2.1.1.3
Euro_eel_rnd-1_family-16,0.065,0.205,0.416,0.33,0.204,0.204,0.01,0.063,-0.118,-0.118,0.327,0.33,1.2.7
Euro_eel_rnd-1_family-166,-0.094,0.242,0.484,0.343,0.24,0.24,0.161,-0.096,-0.075,-0.075,0.338,0.338,1.3.1
Euro_eel_rnd-1_family-170,-0.095,0.101,0.412,0.3,0.101,0.101,-0.034,-0.097,-0.149,-0.149,0.296,0.296,2.1.1.8
Euro_eel_rnd-1_family-18,-0.22,-0.022,0.655,0.353,-0.024,-0.024,-0.015,-0.22,0.041,0.041,0.352,0.35,2.1.1.8
Euro_eel_rnd-1_family-183,0.042,0.318,0.68,0.494,0.316,0.316,-0.081,0.044,0.109,0.109,0.488,0.495,1.2.7
Euro_eel_rnd-1_family-185,0.312,0.581,0.665,0.587,0.581,0.581,0.213,0.319,0.111,0.111,0.583,0.598,2.1.1.8
Euro_eel_rnd-1_family-190,-0.103,0.081,0.315,0.251,0.081,0.081,-0.109,-0.105,-0.22,-0.22,0.246,0.245,2.1.1.8
Euro_eel_rnd-1_family-194,0.257,0.449,0.398,0.498,0.449,0.449,0.13,0.258,-0.226,-0.226,0.493,0.502,2.1.1.8
Euro_eel_rnd-1_family-195,0.309,0.545,0.535,0.589,0.545,0.545,0.165,0.309,-0.033,-0.033,0.583,0.589,2.1.1.8
Euro_eel_rnd-1_family-196,0.309,0.568,0.57,0.6,0.568,0.568,0.114,0.309,-0.052,-0.052,0.596,0.6,2.1.1.8
Euro_eel_rnd-1_family-2,0.241,0.559,0.779,0.559,0.558,0.558,0.356,0.246,0.02,0.02,0.552,0.561,2.1.1.3
Euro_eel_rnd-1_family-20,0.396,0.807,0.966,0.84,0.804,0.804,0.409,0.401,0.164,0.164,0.834,0.845,2.1.1.8
Euro_eel_rnd-1_family-200,-0.062,0.162,0.56,0.387,0.16,0.16,-0.046,-0.065,-0.013,-0.013,0.381,0.383,2.1.1.8
Euro_eel_rnd-1_family-203,0.256,0.446,0.471,0.384,0.446,0.446,0.181,0.257,-0.097,-0.097,0.382,0.39,2.1.1.8
Euro_eel_rnd-1_family-211,0.023,0.224,0.644,0.39,0.223,0.223,-0.063,0.018,0.022,0.022,0.385,0.383,2.1.1.8
Euro_eel_rnd-1_family-216,0.103,0.266,0.497,0.322,0.265,0.265,-0.05,0.105,-0.121,-0.121,0.317,0.325,1.2.1
Euro_eel_rnd-1_family-22,0.232,0.445,0.627,0.491,0.444,0.444,0.104,0.231,-0.047,-0.047,0.486,0.487,2.1.1.8
Euro_eel_rnd-1_family-23,0.009,0.261,0.567,0.463,0.259,0.259,0.088,0.006,-0.053,-0.053,0.46,0.46,2.1.1.8
Euro_eel_rnd-1_family-230,-0.184,-0.033,0.314,0.182,-0.032,-0.032,-0.022,-0.185,-0.224,-0.224,0.183,0.177,1.2.7
Euro_eel_rnd-1_family-232,0.39,0.707,0.661,0.708,0.705,0.705,0.478,0.397,0.019,0.019,0.704,0.721,2.1.1.8
Euro_eel_rnd-1_family-238,0.211,0.315,0.618,0.448,0.314,0.314,0.12,0.207,-0.029,-0.029,0.446,0.452,1.2.1
Euro_eel_rnd-1_family-24,0.117,0.332,0.354,0.364,0.331,0.331,0.147,0.118,-0.234,-0.234,0.36,0.362,2.1.1.8
Euro_eel_rnd-1_family-243,0.383,0.882,0.741,0.945,0.88,0.88,0.554,0.392,0.047,0.047,0.938,0.954,2.1.1.8
Euro_eel_rnd-1_family-256,0.22,0.578,0.486,0.618,0.576,0.576,0.247,0.227,-0.078,-0.078,0.614,0.628,2.1.1.8
Euro_eel_rnd-1_family-279,0.169,0.521,0.648,0.575,0.519,0.519,0.393,0.172,-0.006,-0.006,0.571,0.584,2.1.1.8
Euro_eel_rnd-1_family-28,0.051,0.23,0.425,0.302,0.231,0.231,-0.025,0.05,-0.139,-0.139,0.299,0.296,1.4.1
Euro_eel_rnd-1_family-294,-0.054,0.31,0.742,0.566,0.307,0.307,-0.003,-0.052,-0.03,-0.03,0.56,0.565,1.2.16
Euro_eel_rnd-1_family-297,0.121,0.371,0.484,0.382,0.371,0.371,0.254,0.126,-0.075,-0.075,0.379,0.383,1.2.7
Euro_eel_rnd-1_family-30,0.333,0.706,0.775,0.758,0.705,0.705,0.268,0.337,0.08,0.08,0.753,0.766,2.1.1.3
Euro_eel_rnd-1_family-305,0.038,0.411,0.504,0.521,0.409,0.409,0.215,0.041,-0.071,-0.071,0.513,0.519,2.1.1.8
Euro_eel_rnd-1_family-307,-0.201,-0.022,0.174,0.107,-0.021,-0.021,-0.088,-0.2,-0.373,-0.373,0.106,0.105,1.2.7
Euro_eel_rnd-1_family-316,0.189,0.506,0.595,0.591,0.504,0.504,0.262,0.193,-0.073,-0.073,0.585,0.594,1.2.7
Euro_eel_rnd-1_family-32,0.335,0.654,0.716,0.69,0.651,0.651,0.35,0.34,0.032,0.032,0.684,0.703,2.1.1.8
Euro_eel_rnd-1_family-33,0.017,0.073,0.456,0.21,0.071,0.071,0.009,0.015,-0.104,-0.104,0.209,0.205,1.3.6
Euro_eel_rnd-1_family-334,0.023,0.127,0.305,0.291,0.126,0.126,0.005,0.019,-0.237,-0.237,0.289,0.286,2.1.1.8
Euro_eel_rnd-1_family-341,0.183,0.421,0.449,0.499,0.418,0.418,0.011,0.184,-0.127,-0.127,0.494,0.507,2.1.1.8
Euro_eel_rnd-1_family-349,0.31,0.707,0.88,0.807,0.707,0.707,0.536,0.319,0.18,0.18,0.807,0.827,2.1.1.3
Euro_eel_rnd-1_family-355,0.398,0.723,0.688,0.725,0.723,0.723,0.268,0.399,0.04,0.04,0.718,0.732,2.1.1.3
Euro_eel_rnd-1_family-368,0.2,0.484,0.556,0.394,0.483,0.483,0.134,0.207,-0.059,-0.059,0.392,0.403,2.1.1.3
Euro_eel_rnd-1_family-379,0.215,0.494,0.538,0.527,0.492,0.492,0.139,0.215,-0.088,-0.088,0.522,0.531,2.1.1.8
Euro_eel_rnd-1_family-384,0.131,0.436,0.976,0.812,0.434,0.434,-0.005,0.132,0.221,0.221,0.804,0.81,2.1.1.2
Euro_eel_rnd-1_family-387,0.104,0.277,0.501,0.419,0.275,0.275,0.12,0.101,-0.109,-0.109,0.414,0.416,2.1.1.8
Euro_eel_rnd-1_family-4,0.457,0.765,0.711,0.731,0.762,0.762,0.184,0.462,0.015,0.015,0.725,0.742,2.1.1.8
Euro_eel_rnd-1_family-401,0.134,0.358,0.425,0.422,0.358,0.358,0.084,0.137,-0.169,-0.169,0.418,0.422,2.1.1.8
Euro_eel_rnd-1_family-418,0.111,0.232,0.275,0.209,0.233,0.233,-0.084,0.108,-0.191,-0.191,0.206,0.209,2.1.1.2
Euro_eel_rnd-1_family-44,0.25,0.48,0.322,0.456,0.479,0.479,0.079,0.25,-0.234,-0.234,0.452,0.458,2.1.1.8
Euro_eel_rnd-1_family-47,0.11,0.404,0.58,0.55,0.402,0.402,0.161,0.114,-0.101,-0.101,0.543,0.549,1.2.1
Euro_eel_rnd-1_family-48,0.083,0.285,0.556,0.385,0.284,0.284,-0.054,0.083,-0.079,-0.079,0.38,0.385,2.1.1.8
Euro_eel_rnd-1_family-52,0.135,0.443,0.749,0.649,0.44,0.44,0.135,0.141,0.036,0.036,0.645,0.651,1.2.7
Euro_eel_rnd-1_family-54,0.108,0.319,0.501,0.393,0.318,0.318,0.08,0.108,-0.118,-0.118,0.389,0.397,2.1.1.8
Euro_eel_rnd-1_family-57,0.047,0.309,0.505,0.419,0.308,0.308,0.084,0.047,-0.094,-0.094,0.415,0.423,2.1.1.8
Euro_eel_rnd-1_family-58,0.41,0.742,0.663,0.722,0.74,0.74,0.389,0.418,-0.018,-0.018,0.718,0.729,1.2.7
Euro_eel_rnd-1_family-6,0.277,0.628,0.483,0.558,0.627,0.627,-0.037,0.281,-0.174,-0.174,0.554,0.568,2.1.1.8
Euro_eel_rnd-1_family-66,-0.008,0.184,0.525,0.315,0.183,0.183,-0.013,-0.009,-0.117,-0.117,0.31,0.314,1.3.1
Euro_eel_rnd-1_family-69,0.262,0.498,0.584,0.486,0.497,0.497,0.242,0.265,-0.043,-0.043,0.479,0.489,1.2.1
Euro_eel_rnd-1_family-71,-0.011,0.211,0.285,0.282,0.21,0.21,-0.004,-0.016,-0.172,-0.172,0.276,0.278,2.1.1.8
Euro_eel_rnd-1_family-72,0.26,0.546,0.567,0.594,0.545,0.545,0.272,0.262,-0.085,-0.085,0.59,0.6,2.1.1.8
Euro_eel_rnd-1_family-79,0.147,0.425,0.54,0.539,0.424,0.424,0.145,0.147,-0.114,-0.114,0.536,0.541,2.1.1.8
Euro_eel_rnd-1_family-85,0.15,0.374,0.494,0.468,0.372,0.372,0.101,0.151,-0.137,-0.137,0.464,0.47,2.1.1.8
Euro_eel_rnd-1_family-9,-0.112,0.03,0.504,0.354,0.027,0.027,-0.025,-0.115,-0.092,-0.092,0.349,0.35,1.2.7
Euro_eel_rnd-1_family-91,0.143,0.613,0.754,0.705,0.609,0.609,0.203,0.145,0.024,0.024,0.701,0.71,2.1.1.8
Euro_eel_rnd-1_family-94,0.365,0.569,0.464,0.539,0.568,0.568,0.217,0.369,-0.123,-0.123,0.536,0.545,2.1.1.8
Euro_eel_rnd-1_family-95,0.144,0.351,0.567,0.477,0.35,0.35,0.089,0.143,-0.072,-0.072,0.473,0.478,2.1.1.8
Euro_eel_rnd-1_family-97,-0.071,0.123,0.508,0.259,0.122,0.122,-0.096,-0.073,-0.156,-0.156,0.253,0.257,1.3.1
Euro_eel_rnd-3_family-100,0.124,0.357,0.514,0.496,0.355,0.355,0.029,0.125,-0.069,-0.069,0.489,0.496,1.2.7
Euro_eel_rnd-3_family-103,-0.041,0.151,0.555,0.38,0.148,0.148,0.01,-0.042,-0.032,-0.032,0.375,0.378,1.3.4
Euro_eel_rnd-3_family-156,0.29,0.62,0.777,0.679,0.619,0.619,0.168,0.295,0.058,0.058,0.673,0.686,2.1.1.3
Euro_eel_rnd-3_family-366,0.384,0.69,0.776,0.747,0.689,0.689,0.338,0.389,0.109,0.109,0.743,0.758,2.1.1.8
