id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,classification
Euro_eel_AZBK01S004031.1_31232,0.057,0.035,0.091,0.043,0.048,0.042,0.036,0.044,0.085,0.058,0.147,0.064,0.036,0.035,0.081,0.076,0.0083,0.0067,0.0066,1.2.6
Euro_eel_AZBK01S004084.1_13028,0.083,0.061,0.084,0.053,0.091,0.06,0.022,0.061,0.07,0.06,0.063,0.048,0.037,0.053,0.071,0.058,0.0092,0.0074,0.007,1.2.8
Euro_eel_AZBK01S004096.1_26888,0.103,0.058,0.088,0.058,0.085,0.054,0.017,0.058,0.079,0.053,0.06,0.046,0.041,0.05,0.072,0.053,0.0091,0.0073,0.007,1.2.8
Euro_eel_AZBK01S004362.1_26048,0.092,0.047,0.045,0.091,0.056,0.044,0.015,0.074,0.053,0.031,0.033,0.052,0.074,0.067,0.076,0.123,0.0103,0.0084,0.0081,1.2.7
Euro_eel_AZBK01S004392.1_26231,0.096,0.056,0.063,0.079,0.078,0.052,0.011,0.066,0.055,0.04,0.038,0.052,0.065,0.06,0.072,0.092,0.0102,0.0081,0.0081,1.2.7
Euro_eel_AZBK01S004508.1_62018,0.114,0.039,0.082,0.092,0.055,0.022,0.011,0.044,0.076,0.033,0.056,0.062,0.082,0.038,0.079,0.086,0.0108,0.0084,0.0084,1.2.4
Euro_eel_AZBK01S004683.1_30953,0.106,0.054,0.063,0.095,0.064,0.036,0.014,0.056,0.061,0.033,0.054,0.043,0.087,0.046,0.061,0.098,0.0109,0.0085,0.0086,1.2.6
Euro_eel_AZBK01S004978.1_23456,0.105,0.051,0.057,0.081,0.07,0.045,0.013,0.071,0.051,0.045,0.042,0.049,0.068,0.058,0.075,0.093,0.0102,0.0083,0.008,1.2.1
Euro_eel_AZBK01S005350.1_13697,0.097,0.062,0.056,0.081,0.076,0.053,0.015,0.068,0.051,0.04,0.035,0.048,0.071,0.058,0.068,0.096,0.0104,0.0083,0.0081,1.2.7
Euro_eel_AZBK01S005448.1_15515,0.09,0.07,0.037,0.073,0.086,0.078,0.017,0.092,0.037,0.039,0.026,0.039,0.057,0.086,0.061,0.088,0.0098,0.0078,0.0075,1.2.7
Euro_eel_AZBK01S005454.1_20054,0.057,0.042,0.079,0.058,0.058,0.029,0.031,0.05,0.074,0.056,0.117,0.07,0.047,0.041,0.09,0.078,0.0095,0.0074,0.0074,1.2.6
Euro_eel_AZBK01S005500.1_17528,0.103,0.056,0.06,0.091,0.073,0.041,0.012,0.062,0.054,0.037,0.04,0.04,0.079,0.053,0.06,0.112,0.0106,0.0083,0.0083,1.2.6
Euro_eel_AZBK01S005690.1_347,0.088,0.054,0.05,0.064,0.065,0.073,0.018,0.09,0.045,0.043,0.032,0.047,0.058,0.076,0.068,0.102,0.0093,0.0079,0.0073,1.2.7
Euro_eel_AZBK01S005987.1_15944,0.09,0.066,0.06,0.074,0.081,0.049,0.02,0.061,0.058,0.042,0.047,0.054,0.061,0.054,0.074,0.083,0.0103,0.0081,0.0079,1.2.9
Euro_eel_AZBK01S006205.1_14903,0.115,0.057,0.072,0.081,0.071,0.048,0.018,0.053,0.074,0.037,0.05,0.043,0.066,0.047,0.063,0.078,0.01,0.0079,0.008,1.2.6
Euro_eel_AZBK01S006225.1_19634,0.05,0.036,0.08,0.046,0.055,0.04,0.033,0.056,0.068,0.071,0.133,0.069,0.039,0.037,0.094,0.068,0.0091,0.0071,0.0071,1.2.6
Euro_eel_AZBK01S006483.1_32330,0.11,0.049,0.065,0.091,0.067,0.046,0.018,0.056,0.062,0.035,0.044,0.049,0.075,0.057,0.063,0.086,0.0104,0.0085,0.0082,1.2.6
Euro_eel_AZBK01S006751.1_8978,0.089,0.059,0.056,0.077,0.068,0.061,0.015,0.074,0.048,0.036,0.037,0.051,0.076,0.062,0.064,0.101,0.0103,0.0081,0.0081,1.2.6
Euro_eel_AZBK01S006910.1_12581,0.109,0.066,0.063,0.081,0.078,0.049,0.021,0.059,0.063,0.038,0.041,0.04,0.07,0.054,0.056,0.087,0.0103,0.0081,0.0081,1.2.6
Euro_eel_AZBK01S006911.1_13418,0.112,0.054,0.06,0.087,0.073,0.035,0.013,0.059,0.054,0.04,0.039,0.051,0.074,0.051,0.073,0.099,0.0106,0.0083,0.0084,1.2.7
Euro_eel_AZBK01S007311.1_6173,0.084,0.061,0.049,0.077,0.07,0.054,0.023,0.072,0.049,0.039,0.042,0.048,0.067,0.066,0.063,0.109,0.0101,0.0081,0.008,1.2.6
Euro_eel_AZBK01S007671.1_3689,0.096,0.053,0.066,0.074,0.068,0.037,0.015,0.057,0.064,0.04,0.062,0.057,0.061,0.047,0.08,0.1,0.0099,0.0078,0.0079,1.2.6
Euro_eel_AZBK01S007801.1_8213,0.088,0.055,0.057,0.08,0.07,0.045,0.015,0.075,0.046,0.041,0.036,0.058,0.077,0.063,0.073,0.094,0.0107,0.0083,0.0082,1.2.7
Euro_eel_AZBK01S008086.1_14225,0.095,0.066,0.057,0.08,0.075,0.038,0.024,0.069,0.054,0.043,0.036,0.05,0.073,0.06,0.066,0.087,0.0108,0.0084,0.0082,1.2.7
Euro_eel_AZBK01S008124.1_10001,0.092,0.057,0.06,0.081,0.069,0.04,0.016,0.066,0.053,0.038,0.04,0.05,0.076,0.056,0.065,0.114,0.0105,0.0084,0.0082,1.2.6
Euro_eel_AZBK01S008135.1_11006,0.088,0.058,0.075,0.077,0.087,0.042,0.009,0.057,0.064,0.04,0.049,0.057,0.059,0.055,0.076,0.081,0.0102,0.0079,0.0079,1.2.8
Euro_eel_AZBK01S008249.1_10727,0.13,0.059,0.066,0.091,0.068,0.041,0.014,0.051,0.07,0.031,0.049,0.038,0.077,0.044,0.059,0.085,0.0104,0.0082,0.0083,1.2.6
Euro_eel_AZBK01S008505.1_11837,0.087,0.05,0.056,0.083,0.072,0.046,0.017,0.062,0.049,0.044,0.039,0.062,0.068,0.058,0.082,0.1,0.0107,0.0083,0.0083,1.2.7
Euro_eel_AZBK01S008582.1_15836,0.126,0.054,0.058,0.093,0.069,0.034,0.012,0.057,0.055,0.033,0.035,0.048,0.081,0.05,0.066,0.101,0.0108,0.0084,0.0085,1.2.6
Euro_eel_AZBK01S008656.1_11558,0.101,0.053,0.061,0.086,0.068,0.034,0.013,0.059,0.06,0.043,0.046,0.06,0.073,0.043,0.089,0.082,0.011,0.0083,0.0084,1.2.6
Euro_eel_AZBK01S008849.1_1511,0.092,0.06,0.063,0.076,0.078,0.053,0.013,0.071,0.054,0.049,0.04,0.051,0.067,0.053,0.077,0.079,0.0104,0.0083,0.0077,1.2.7
Euro_eel_AZBK01S009654.1_2318,0.128,0.058,0.068,0.079,0.078,0.033,0.017,0.061,0.063,0.039,0.042,0.044,0.065,0.058,0.061,0.08,0.01,0.008,0.008,1.2.6
Euro_eel_AZBK01S010770.1_7124,0.121,0.063,0.073,0.071,0.082,0.042,0.02,0.052,0.066,0.046,0.054,0.044,0.059,0.046,0.062,0.074,0.0099,0.0078,0.0078,1.2.16
Euro_eel_AZBK01S010907.1_5819,0.099,0.065,0.052,0.086,0.084,0.055,0.019,0.061,0.049,0.039,0.043,0.042,0.07,0.06,0.059,0.089,0.0105,0.0084,0.0082,1.2.6
Euro_eel_AZBK01S011411.1_18029,0.119,0.072,0.069,0.066,0.084,0.042,0.022,0.052,0.061,0.04,0.064,0.05,0.062,0.046,0.059,0.067,0.0101,0.0078,0.0078,1.2.1
Euro_eel_AZBK01S011656.1_2711,0.116,0.053,0.076,0.087,0.065,0.037,0.015,0.049,0.076,0.033,0.06,0.044,0.075,0.043,0.062,0.082,0.0102,0.008,0.0082,1.2.6
Euro_eel_AZBK01S012548.1_8465,0.1,0.064,0.056,0.078,0.084,0.046,0.012,0.06,0.052,0.036,0.042,0.055,0.061,0.056,0.077,0.097,0.0103,0.0079,0.0082,1.2.8
Euro_eel_AZBK01S012755.1_3785,0.12,0.062,0.068,0.093,0.075,0.047,0.016,0.055,0.066,0.038,0.045,0.033,0.082,0.047,0.052,0.072,0.0107,0.0084,0.0084,1.2.6
Euro_eel_AZBK01S013752.1_3806,0.09,0.054,0.056,0.079,0.068,0.047,0.012,0.077,0.049,0.04,0.036,0.054,0.071,0.064,0.075,0.1,0.0103,0.0082,0.008,1.2.7
Euro_eel_AZBK01S013880.1_5924,0.079,0.062,0.064,0.07,0.071,0.058,0.024,0.066,0.06,0.046,0.047,0.052,0.066,0.053,0.071,0.084,0.0103,0.0083,0.0077,1.2.7
Euro_eel_AZBK01S014267.1_5681,0.089,0.055,0.071,0.076,0.082,0.047,0.018,0.061,0.059,0.053,0.054,0.052,0.061,0.053,0.075,0.068,0.0103,0.008,0.0078,1.2.8
Euro_eel_AZBK01S018249.1_1031,0.059,0.038,0.085,0.041,0.049,0.04,0.042,0.048,0.08,0.066,0.153,0.064,0.036,0.035,0.083,0.06,0.0086,0.0067,0.0068,1.2.6
Euro_eel_AZBK01S020050.1_1856,0.093,0.048,0.082,0.078,0.065,0.037,0.02,0.049,0.065,0.04,0.054,0.062,0.078,0.046,0.065,0.091,0.0105,0.0083,0.0081,1.2.8
Euro_eel_AZBK01S020333.1_2111,0.087,0.048,0.069,0.07,0.072,0.049,0.03,0.054,0.066,0.051,0.061,0.051,0.049,0.057,0.07,0.09,0.0096,0.0074,0.0077,1.2.8
Euro_eel_AZBK01S028233.1_53,0.05,0.034,0.085,0.045,0.051,0.036,0.034,0.054,0.076,0.073,0.142,0.067,0.037,0.032,0.097,0.064,0.0089,0.0069,0.0071,1.2.6
Euro_eel_AZBK01S208785.1_1544,0.052,0.028,0.091,0.04,0.041,0.037,0.038,0.036,0.086,0.057,0.16,0.076,0.032,0.03,0.09,0.085,0.0083,0.0064,0.0066,1.2.6
Euro_eel_AZBK01S255631.1_647,0.107,0.053,0.072,0.077,0.068,0.035,0.008,0.062,0.061,0.04,0.046,0.052,0.072,0.046,0.074,0.101,0.0102,0.0081,0.0081,1.2.1
Euro_eel_AZBK01S378822.1_1520,0.119,0.058,0.058,0.094,0.065,0.039,0.021,0.052,0.068,0.032,0.05,0.037,0.076,0.048,0.058,0.097,0.0104,0.0085,0.0082,1.2.6
Euro_eel_AZBK01S458774.1_2480,0.102,0.045,0.086,0.072,0.058,0.032,0.013,0.053,0.067,0.041,0.077,0.06,0.078,0.038,0.068,0.084,0.0101,0.0081,0.008,1.2.1
Euro_eel_AZBK01S489796.1_3038,0.106,0.054,0.059,0.084,0.062,0.045,0.017,0.065,0.064,0.036,0.04,0.042,0.071,0.055,0.065,0.109,0.01,0.0081,0.0081,1.2.6
Euro_eel_AZBK01S496960.1_2165,0.1,0.054,0.046,0.089,0.064,0.041,0.014,0.066,0.045,0.035,0.037,0.055,0.081,0.054,0.075,0.116,0.0109,0.0086,0.0083,1.2.7
Euro_eel_Contig_1,0.11,0.062,0.064,0.06,0.092,0.072,0.005,0.057,0.056,0.054,0.07,0.046,0.038,0.038,0.088,0.064,0.0092,0.0074,0.0074,2.1.1.8
Euro_eel_Contig_10,0.175,0.061,0.077,0.059,0.101,0.041,0.011,0.043,0.074,0.049,0.065,0.04,0.025,0.043,0.074,0.04,0.0085,0.0071,0.0067,2.1.1.8
Euro_eel_Contig_11,0.13,0.055,0.088,0.055,0.083,0.063,0.02,0.045,0.08,0.048,0.073,0.048,0.035,0.043,0.07,0.043,0.0086,0.0072,0.0066,2.1.1.8
Euro_eel_Contig_12,0.104,0.066,0.104,0.04,0.097,0.08,0.017,0.052,0.092,0.047,0.066,0.043,0.024,0.052,0.059,0.035,0.0081,0.0065,0.0063,2.1.1.8
Euro_eel_Contig_13,0.141,0.064,0.069,0.064,0.114,0.056,0.005,0.059,0.053,0.059,0.051,0.037,0.032,0.056,0.072,0.045,0.0092,0.0073,0.0072,2.1.1.8
Euro_eel_Contig_15,0.155,0.04,0.069,0.075,0.067,0.036,0.013,0.054,0.061,0.052,0.044,0.052,0.057,0.042,0.084,0.073,0.0097,0.0084,0.0075,2.1.1.8
Euro_eel_Contig_4,0.137,0.082,0.082,0.06,0.139,0.057,0.019,0.049,0.055,0.071,0.022,0.027,0.03,0.057,0.049,0.038,0.0096,0.0073,0.0074,2.1.1.8
Euro_eel_Contig_5,0.128,0.091,0.072,0.063,0.152,0.054,0.012,0.049,0.037,0.068,0.03,0.037,0.037,0.054,0.058,0.03,0.0104,0.0078,0.0078,2.1.1.8
Euro_eel_Contig_6,0.15,0.091,0.081,0.047,0.137,0.062,0.009,0.053,0.034,0.053,0.019,0.05,0.047,0.056,0.05,0.034,0.01,0.0078,0.0072,2.1.1.8
Euro_eel_Contig_7,0.18,0.07,0.1,0.047,0.119,0.068,0.011,0.042,0.072,0.045,0.036,0.036,0.028,0.057,0.042,0.025,0.0081,0.0071,0.0061,2.1.1.8
Euro_eel_Contig_8,0.162,0.075,0.099,0.047,0.118,0.095,0.024,0.039,0.063,0.055,0.047,0.024,0.035,0.051,0.02,0.024,0.0083,0.0072,0.0065,2.1.1.8
Euro_eel_Contig_9,0.168,0.051,0.076,0.086,0.102,0.046,0.0,0.056,0.071,0.046,0.046,0.025,0.041,0.061,0.071,0.031,0.009,0.0074,0.0075,2.1.1.8
Euro_eel_LTR_13,0.061,0.063,0.065,0.059,0.076,0.065,0.028,0.075,0.063,0.053,0.046,0.056,0.048,0.063,0.08,0.074,0.0097,0.0075,0.0074,1.1.7
Euro_eel_LTR_15,0.034,0.056,0.052,0.045,0.069,0.096,0.029,0.098,0.051,0.055,0.055,0.062,0.032,0.085,0.087,0.072,0.0088,0.0073,0.0068,1.1.7
Euro_eel_LTR_38,0.087,0.062,0.056,0.071,0.078,0.046,0.013,0.069,0.054,0.038,0.048,0.055,0.057,0.06,0.078,0.103,0.01,0.0077,0.008,1.1.7
Euro_eel_LTR_56,0.059,0.041,0.063,0.057,0.056,0.043,0.031,0.063,0.058,0.056,0.084,0.074,0.048,0.052,0.093,0.097,0.0096,0.0077,0.0075,1.1.7
Euro_eel_LTR_59,0.07,0.05,0.059,0.058,0.061,0.059,0.031,0.07,0.047,0.044,0.047,0.076,0.06,0.067,0.077,0.098,0.01,0.0076,0.0078,1.1.7
Euro_eel_rnd-1_family-0,0.082,0.062,0.087,0.041,0.082,0.082,0.015,0.072,0.057,0.046,0.072,0.057,0.051,0.062,0.057,0.051,0.0088,0.0079,0.0072,2.1.1.3
Euro_eel_rnd-1_family-10,0.124,0.069,0.071,0.077,0.104,0.049,0.011,0.058,0.066,0.058,0.044,0.03,0.047,0.044,0.074,0.049,0.0098,0.0078,0.0077,2.1.1.8
Euro_eel_rnd-1_family-103,0.125,0.054,0.049,0.107,0.107,0.027,0.013,0.027,0.045,0.036,0.036,0.054,0.054,0.058,0.071,0.112,0.0109,0.0073,0.0095,2.1.1.6
Euro_eel_rnd-1_family-105,0.032,0.086,0.041,0.027,0.086,0.118,0.05,0.118,0.045,0.059,0.055,0.045,0.023,0.109,0.055,0.027,0.0083,0.0072,0.0064,1.2.7
Euro_eel_rnd-1_family-110,0.064,0.055,0.073,0.036,0.064,0.091,0.009,0.091,0.055,0.091,0.091,0.046,0.046,0.018,0.109,0.036,0.0093,0.0078,0.0071,1.3.1
Euro_eel_rnd-1_family-111,0.037,0.074,0.074,0.05,0.111,0.099,0.0,0.062,0.087,0.037,0.062,0.05,0.012,0.062,0.099,0.062,0.0082,0.0077,0.0065,2.1.1.8
Euro_eel_rnd-1_family-120,0.083,0.068,0.08,0.046,0.108,0.056,0.028,0.059,0.04,0.071,0.043,0.068,0.046,0.056,0.071,0.049,0.0103,0.0081,0.0074,2.1.1.8
Euro_eel_rnd-1_family-121,0.074,0.012,0.148,0.111,0.049,0.012,0.0,0.025,0.16,0.049,0.012,0.025,0.062,0.012,0.099,0.123,0.0101,0.0067,0.0082,1.2.16
Euro_eel_rnd-1_family-128,0.033,0.099,0.044,0.055,0.088,0.044,0.022,0.153,0.055,0.044,0.055,0.022,0.055,0.121,0.055,0.033,0.0092,0.008,0.0074,1.2.7
Euro_eel_rnd-1_family-13,0.053,0.03,0.046,0.084,0.023,0.03,0.023,0.106,0.061,0.046,0.03,0.084,0.076,0.076,0.129,0.076,0.0113,0.0083,0.0077,1.2.7
Euro_eel_rnd-1_family-130,0.071,0.062,0.018,0.097,0.088,0.018,0.053,0.035,0.044,0.027,0.027,0.071,0.044,0.088,0.071,0.159,0.0111,0.007,0.0095,2.1.1.6
Euro_eel_rnd-1_family-133,0.093,0.069,0.09,0.024,0.1,0.052,0.052,0.066,0.052,0.079,0.031,0.069,0.035,0.066,0.059,0.041,0.0095,0.0076,0.0066,2.1.1.8
Euro_eel_rnd-1_family-134,0.096,0.06,0.096,0.044,0.084,0.036,0.032,0.052,0.08,0.056,0.06,0.064,0.032,0.052,0.076,0.056,0.0091,0.0075,0.0066,2.1.1.8
Euro_eel_rnd-1_family-138,0.098,0.034,0.072,0.072,0.059,0.059,0.034,0.051,0.072,0.055,0.089,0.059,0.042,0.055,0.085,0.038,0.0093,0.0075,0.0074,2.1.1.8
Euro_eel_rnd-1_family-144,0.079,0.068,0.079,0.053,0.074,0.032,0.053,0.063,0.105,0.063,0.079,0.042,0.021,0.053,0.079,0.037,0.0088,0.0074,0.0064,2.1.1.8
Euro_eel_rnd-1_family-147,0.078,0.086,0.086,0.017,0.104,0.043,0.061,0.061,0.069,0.086,0.069,0.052,0.026,0.052,0.061,0.026,0.0095,0.0069,0.0066,2.1.1.8
Euro_eel_rnd-1_family-148,0.105,0.044,0.079,0.088,0.096,0.035,0.018,0.044,0.061,0.07,0.044,0.053,0.053,0.044,0.088,0.053,0.0107,0.0079,0.0086,2.1.1.8
Euro_eel_rnd-1_family-154,0.038,0.089,0.057,0.019,0.108,0.133,0.038,0.108,0.038,0.057,0.044,0.044,0.025,0.102,0.044,0.032,0.0082,0.0071,0.0062,1.2.7
Euro_eel_rnd-1_family-159,0.078,0.033,0.1,0.066,0.089,0.055,0.0,0.066,0.044,0.066,0.033,0.055,0.066,0.055,0.066,0.1,0.0098,0.0076,0.0083,2.1.1.3
Euro_eel_rnd-1_family-16,0.051,0.066,0.024,0.084,0.045,0.042,0.024,0.093,0.033,0.036,0.015,0.087,0.096,0.06,0.108,0.108,0.0124,0.0087,0.0095,1.2.7
Euro_eel_rnd-1_family-166,0.062,0.037,0.074,0.012,0.025,0.05,0.0,0.074,0.062,0.062,0.161,0.099,0.037,0.0,0.161,0.062,0.0085,0.0079,0.0058,1.3.1
Euro_eel_rnd-1_family-170,0.067,0.058,0.067,0.053,0.082,0.038,0.058,0.062,0.072,0.077,0.067,0.062,0.019,0.067,0.087,0.038,0.0096,0.0074,0.0071,2.1.1.8
Euro_eel_rnd-1_family-18,0.022,0.029,0.051,0.087,0.044,0.123,0.051,0.058,0.073,0.087,0.087,0.051,0.051,0.036,0.109,0.015,0.0104,0.0079,0.009,2.1.1.8
Euro_eel_rnd-1_family-183,0.023,0.023,0.057,0.057,0.046,0.114,0.0,0.069,0.0,0.046,0.034,0.092,0.092,0.046,0.092,0.183,0.0105,0.0081,0.0088,1.2.7
Euro_eel_rnd-1_family-185,0.125,0.07,0.054,0.065,0.06,0.06,0.005,0.049,0.022,0.027,0.06,0.07,0.114,0.016,0.06,0.114,0.0118,0.0085,0.0099,2.1.1.8
Euro_eel_rnd-1_family-190,0.054,0.072,0.054,0.045,0.045,0.018,0.063,0.099,0.108,0.072,0.081,0.045,0.018,0.072,0.099,0.036,0.0087,0.0075,0.0064,2.1.1.8
Euro_eel_rnd-1_family-194,0.095,0.058,0.087,0.08,0.102,0.022,0.022,0.029,0.087,0.036,0.051,0.073,0.036,0.058,0.095,0.044,0.0102,0.007,0.0083,2.1.1.8
Euro_eel_rnd-1_family-195,0.133,0.071,0.071,0.062,0.071,0.053,0.027,0.053,0.107,0.044,0.053,0.027,0.036,0.036,0.071,0.062,0.0087,0.007,0.0067,2.1.1.8
Euro_eel_rnd-1_family-196,0.129,0.07,0.06,0.08,0.08,0.04,0.04,0.05,0.1,0.05,0.05,0.03,0.03,0.05,0.08,0.04,0.0095,0.0076,0.007,2.1.1.8
Euro_eel_rnd-1_family-2,0.081,0.057,0.062,0.052,0.067,0.076,0.024,0.052,0.052,0.043,0.076,0.067,0.052,0.043,0.076,0.095,0.0093,0.008,0.0082,2.1.1.3
Euro_eel_rnd-1_family-20,0.065,0.043,0.065,0.065,0.076,0.087,0.0,0.054,0.032,0.054,0.076,0.043,0.076,0.032,0.065,0.141,0.0098,0.0073,0.0087,2.1.1.8
Euro_eel_rnd-1_family-200,0.051,0.051,0.038,0.088,0.101,0.069,0.013,0.038,0.032,0.063,0.082,0.076,0.038,0.038,0.126,0.069,0.0114,0.0086,0.0073,2.1.1.8
Euro_eel_rnd-1_family-203,0.144,0.098,0.07,0.047,0.107,0.047,0.019,0.047,0.074,0.033,0.074,0.037,0.033,0.042,0.056,0.051,0.0089,0.0068,0.0074,2.1.1.8
Euro_eel_rnd-1_family-211,0.081,0.058,0.046,0.046,0.046,0.058,0.058,0.046,0.058,0.07,0.093,0.093,0.046,0.023,0.104,0.046,0.0102,0.0087,0.0075,2.1.1.8
Euro_eel_rnd-1_family-216,0.081,0.078,0.098,0.055,0.068,0.02,0.016,0.052,0.088,0.02,0.098,0.062,0.078,0.036,0.055,0.068,0.01,0.0081,0.0078,1.2.1
