0.103,0.043,0.051,0.103,0.069,0.026,0.009,0.043,0.06,0.06,0.017,0.043,0.069,0.026,0.094,0.103,0.0827,RIX_unnamedfam67_3B_113_B03-1,1.4
0.082,0.03,0.069,0.069,0.045,0.039,0.007,0.067,0.067,0.037,0.048,0.067,0.056,0.052,0.095,0.098,0.0736,RIX_unnamedfam83_3B_097_O05-1,1.4
0.105,0.044,0.068,0.087,0.051,0.031,0.005,0.068,0.07,0.026,0.048,0.032,0.077,0.054,0.056,0.107,0.071,RIX_unnamedfam3_3B_021_B08-1,1.4
0.082,0.042,0.073,0.067,0.056,0.036,0.028,0.046,0.079,0.048,0.077,0.054,0.047,0.039,0.08,0.067,0.0778,RIX_unnamedfam17_3B_049_M03-1,1.4
0.012,0.058,0.05,0.039,0.058,0.078,0.074,0.07,0.058,0.089,0.07,0.054,0.027,0.058,0.078,0.043,0.0837,RIX_unnamedfam17_3B_049_M03-2,1.4
0.153,0.011,0.022,0.098,0.055,0.044,0.022,0.044,0.022,0.055,0.033,0.066,0.066,0.055,0.098,0.077,0.0817,RIX_unnamedfam42_3B_053_M17-1,1.4
0.05,0.039,0.044,0.053,0.047,0.062,0.04,0.081,0.05,0.055,0.073,0.05,0.04,0.074,0.071,0.094,0.0764,RIX_unnamedfam9_3B_078_G10-1,1.4
0.067,0.041,0.084,0.055,0.055,0.039,0.035,0.046,0.088,0.054,0.108,0.05,0.037,0.042,0.072,0.05,0.0767,RIX_unnamedfam30_3B_078_G10-1,1.4
0.116,0.025,0.042,0.091,0.042,0.075,0.008,0.042,0.058,0.017,0.058,0.042,0.058,0.05,0.066,0.141,0.0691,RIX_unnamedfam23_3B_013_G07-1,1.4
0.075,0.038,0.062,0.067,0.053,0.038,0.028,0.051,0.062,0.043,0.068,0.06,0.051,0.052,0.075,0.099,0.077,RIX_unnamedfam10_3B_023_N15-1,1.4
0.084,0.047,0.049,0.074,0.072,0.059,0.041,0.05,0.062,0.059,0.081,0.029,0.034,0.059,0.06,0.065,0.0763,RIX_unnamedfam25_3B_023_N15-1,1.4
0.023,0.044,0.038,0.04,0.059,0.085,0.068,0.09,0.049,0.087,0.065,0.041,0.015,0.087,0.07,0.057,0.0817,RIX_unnamedfam84_3B_023_N15-1,1.4
0.121,0.073,0.036,0.079,0.073,0.03,0.0,0.061,0.048,0.018,0.079,0.03,0.067,0.042,0.067,0.103,0.0737,RIX_Karin_3B_072_J16-1,1.4
0.082,0.031,0.065,0.065,0.065,0.038,0.002,0.064,0.062,0.038,0.045,0.054,0.036,0.062,0.085,0.134,0.0708,RIX_unnamedfam5_3B_097_H10-1,1.4
0.087,0.041,0.062,0.075,0.054,0.031,0.019,0.056,0.065,0.035,0.065,0.054,0.059,0.053,0.074,0.092,0.0763,RIX_unnamedfam95_3B_082_K20-1,1.4
0.032,0.053,0.044,0.033,0.062,0.096,0.089,0.069,0.052,0.105,0.074,0.036,0.016,0.062,0.061,0.034,0.0829,RIX_unnamedfam14_3B_082_K20-1,1.4
0.077,0.037,0.054,0.087,0.069,0.045,0.001,0.06,0.056,0.038,0.058,0.045,0.054,0.054,0.084,0.105,0.0765,RIX_unnamedfam10_3B_082_K20-1,1.4
0.083,0.038,0.055,0.087,0.068,0.038,0.002,0.058,0.06,0.036,0.06,0.044,0.053,0.053,0.084,0.105,0.0757,RIX_unnamedfam6_3B_030_O03-1,1.4
0.055,0.016,0.023,0.07,0.039,0.133,0.086,0.008,0.039,0.086,0.148,0.047,0.031,0.031,0.07,0.047,0.0707,RIX_unnamedfam108_3B_040_D16-1,1.4
0.07,0.062,0.052,0.075,0.089,0.043,0.034,0.046,0.063,0.043,0.051,0.048,0.036,0.063,0.069,0.073,0.0811,RIX_unnamedfam106_3B_040_D16-1,1.4
0.178,0.089,0.068,0.034,0.096,0.061,0.061,0.007,0.068,0.061,0.027,0.034,0.027,0.014,0.041,0.055,0.0781,RIX_unnamedfam104_3B_040_D16-1,1.4
0.084,0.039,0.054,0.081,0.058,0.051,0.015,0.055,0.063,0.04,0.062,0.047,0.052,0.049,0.083,0.089,0.077,RIX_unnamedfam111_3B_115_C24-1,1.4
0.024,0.034,0.031,0.051,0.034,0.051,0.065,0.099,0.034,0.061,0.048,0.061,0.048,0.099,0.065,0.116,0.0798,RIX_unnamedfam102_3B_115_C24-1,1.4
0.055,0.039,0.05,0.083,0.044,0.011,0.0,0.061,0.05,0.022,0.011,0.088,0.077,0.044,0.11,0.182,0.0739,RIX_unnamedfam103_3B_001_C11-1,1.4
0.059,0.045,0.065,0.069,0.071,0.039,0.032,0.056,0.069,0.056,0.071,0.048,0.04,0.057,0.076,0.068,0.0801,RIX_unnamedfam112_3B_001_C11-1,1.4
0.072,0.037,0.058,0.077,0.064,0.04,0.008,0.07,0.057,0.041,0.054,0.047,0.051,0.065,0.079,0.104,0.0759,RIX_Stasy_3B_001_C11-1,1.4
0.088,0.044,0.063,0.074,0.055,0.033,0.027,0.055,0.071,0.038,0.057,0.05,0.056,0.054,0.068,0.094,0.076,RIX_unnamedfam107_3B_109_N19-1,1.4
0.021,0.021,0.041,0.082,0.031,0.072,0.103,0.021,0.062,0.093,0.072,0.062,0.051,0.041,0.062,0.082,0.0835,RIX_unnamedfam105_3B_002_C20-1,1.4
0.067,0.054,0.049,0.065,0.073,0.066,0.029,0.068,0.058,0.054,0.057,0.038,0.037,0.062,0.072,0.074,0.0776,RIX_unnamedfam99_3B_034_E06-1,1.4
0.072,0.04,0.074,0.06,0.061,0.03,0.038,0.047,0.077,0.057,0.085,0.055,0.037,0.048,0.077,0.062,0.0788,RIX_unnamedfam35_3B_034_E06-1,1.4
0.051,0.049,0.046,0.059,0.058,0.075,0.057,0.068,0.051,0.068,0.057,0.045,0.045,0.067,0.06,0.063,0.0794,RIX_unnamedfam110_3B_034_E06-1,1.4
0.066,0.035,0.081,0.063,0.05,0.032,0.028,0.047,0.085,0.045,0.097,0.058,0.044,0.044,0.079,0.07,0.0769,RIX_Stasy_3B_034_E06-1,1.4
0.122,0.034,0.054,0.086,0.039,0.022,0.01,0.044,0.063,0.029,0.05,0.062,0.072,0.031,0.09,0.116,0.0749,RIX_unnamedfam100_3B_068_B08-1,1.4
0.085,0.04,0.07,0.081,0.062,0.025,0.023,0.046,0.068,0.044,0.072,0.059,0.06,0.047,0.079,0.062,0.0798,RIX_unnamedfam109_3B_068_B08-1,1.4
0.103,0.032,0.076,0.081,0.033,0.024,0.008,0.057,0.077,0.027,0.054,0.054,0.079,0.039,0.075,0.108,0.073,RIX_unnamedfam101_3B_068_B08-1,1.4
0.022,0.034,0.043,0.071,0.031,0.071,0.074,0.025,0.077,0.059,0.164,0.062,0.037,0.037,0.083,0.034,0.0768,RIX_Stasy_3B_090_L01-1,1.4
0.071,0.054,0.05,0.055,0.068,0.06,0.039,0.065,0.058,0.058,0.068,0.042,0.032,0.061,0.069,0.073,0.0771,RIX_unnamedfam98_3B_090_L01-1,1.4
0.065,0.038,0.033,0.071,0.047,0.03,0.025,0.077,0.044,0.044,0.06,0.057,0.051,0.067,0.088,0.125,0.0784,RIX_unnamedfam8_3B_076_J01-1,1.4
0.08,0.047,0.053,0.075,0.066,0.035,0.021,0.057,0.06,0.042,0.06,0.055,0.049,0.055,0.082,0.083,0.0784,RIX_unnamedfam51_3B_076_J01-1,1.4
0.071,0.055,0.056,0.06,0.063,0.044,0.019,0.065,0.062,0.045,0.069,0.055,0.048,0.047,0.085,0.077,0.0782,RIX_unnamedfam38_3B_076_J01-1,1.4
0.071,0.042,0.092,0.054,0.057,0.036,0.037,0.042,0.09,0.053,0.089,0.058,0.042,0.041,0.071,0.048,0.0783,RIX_unnamedfam65_3B_015_H13-1,1.4
0.084,0.048,0.052,0.076,0.062,0.045,0.031,0.051,0.065,0.04,0.061,0.049,0.049,0.057,0.071,0.084,0.0772,RIX_unnamedfam61_3B_015_H13-1,1.4
0.087,0.03,0.06,0.085,0.043,0.027,0.013,0.053,0.065,0.034,0.065,0.062,0.067,0.046,0.087,0.101,0.0765,RIX_unnamedfam72_3B_015_H13-1,1.4
0.231,0.028,0.03,0.123,0.04,0.013,0.004,0.019,0.043,0.011,0.009,0.068,0.098,0.023,0.089,0.096,0.0737,RIX_Morpheus_3B_016_O19-1,1.4
0.048,0.058,0.044,0.053,0.058,0.073,0.082,0.019,0.073,0.044,0.116,0.068,0.024,0.058,0.058,0.048,0.0754,RIX_Morpheus_3B_016_O19-2,1.4
0.072,0.038,0.052,0.077,0.059,0.045,0.006,0.077,0.055,0.041,0.053,0.043,0.054,0.062,0.081,0.109,0.0759,RIX_unnamedfam88_3B_016_O19-1,1.4
0.041,0.032,0.091,0.061,0.048,0.041,0.036,0.036,0.1,0.052,0.084,0.064,0.036,0.036,0.089,0.071,0.0807,RIX_unnamedfam82_3B_102_H23-1,1.4
0.086,0.058,0.062,0.072,0.048,0.024,0.01,0.048,0.082,0.019,0.091,0.067,0.067,0.024,0.096,0.067,0.0775,RIX_unnamedfam62_3B_028_O12-1,1.4
0.08,0.031,0.062,0.093,0.045,0.024,0.015,0.049,0.068,0.036,0.07,0.054,0.074,0.041,0.081,0.099,0.0782,RIX_unnamedfam55_3B_028_O12-1,1.4
0.088,0.04,0.05,0.08,0.039,0.033,0.006,0.066,0.059,0.025,0.057,0.056,0.072,0.046,0.084,0.124,0.0735,RIX_unnamedfam75_3B_035_C19-1,1.4
0.067,0.067,0.047,0.055,0.087,0.082,0.027,0.092,0.035,0.062,0.04,0.027,0.047,0.077,0.05,0.057,0.0793,RIX_unnamedfam85_3B_038_H09-1,1.4
0.084,0.046,0.063,0.076,0.058,0.031,0.029,0.053,0.076,0.041,0.066,0.05,0.053,0.052,0.074,0.07,0.0784,RIX_Stasy_3B_061_B18-1,1.4
0.107,0.046,0.067,0.076,0.056,0.047,0.032,0.046,0.059,0.042,0.067,0.043,0.073,0.045,0.047,0.074,0.0749,RIX_unnamedfam91_3B_108_J20-1,1.4
0.059,0.022,0.048,0.078,0.063,0.033,0.045,0.045,0.048,0.045,0.089,0.056,0.033,0.085,0.056,0.119,0.0758,RIX_unnamedfam34_3B_074_B05-1,1.4
0.071,0.045,0.072,0.064,0.058,0.067,0.026,0.064,0.075,0.038,0.061,0.05,0.047,0.064,0.065,0.057,0.0756,RIX_Stasy_3B_074_B05-1,1.4
0.081,0.058,0.042,0.059,0.079,0.063,0.038,0.052,0.054,0.056,0.073,0.04,0.026,0.056,0.069,0.078,0.077,RIX_unnamedfam53_3B_074_B05-1,1.4
0.043,0.049,0.043,0.074,0.068,0.043,0.055,0.037,0.055,0.055,0.068,0.062,0.043,0.055,0.068,0.099,0.0817,RIX_unnamedfam33_3B_067_O03-1,1.4
0.052,0.057,0.076,0.052,0.079,0.044,0.033,0.049,0.068,0.076,0.074,0.055,0.038,0.027,0.087,0.046,0.0855,RIX_unnamedfam86_3B_016_K12-1,1.4
0.196,0.058,0.065,0.058,0.087,0.073,0.036,0.015,0.065,0.051,0.036,0.036,0.036,0.029,0.044,0.044,0.0717,RIX_unnamedfam39_3B_026_K16-1,1.4
0.201,0.065,0.079,0.043,0.079,0.065,0.029,0.022,0.072,0.057,0.05,0.022,0.036,0.014,0.043,0.05,0.0729,RIX_unnamedfam19_3B_054_D02-1,1.4
0.089,0.04,0.058,0.083,0.056,0.034,0.029,0.05,0.065,0.042,0.058,0.051,0.06,0.053,0.072,0.082,0.078,RIX_unnamedfam19_3B_054_D02-2,1.4
0.092,0.043,0.052,0.085,0.064,0.039,0.012,0.062,0.058,0.038,0.052,0.049,0.058,0.057,0.081,0.081,0.0768,RIX_Karin_3B_054_D02-1,1.4
0.085,0.032,0.053,0.145,0.035,0.011,0.004,0.032,0.053,0.018,0.039,0.085,0.138,0.021,0.099,0.064,0.0855,RIX_unnamedfam77_3B_026_F01-1,1.4
0.113,0.039,0.059,0.095,0.05,0.023,0.01,0.048,0.069,0.026,0.052,0.052,0.074,0.043,0.079,0.094,0.0758,RIX_unnamedfam76_3B_021_G07-1,1.4
0.082,0.043,0.06,0.074,0.065,0.042,0.01,0.066,0.063,0.041,0.057,0.045,0.05,0.056,0.079,0.091,0.0759,RIX_unnamedfam64_3B_021_G07-1,1.4
0.099,0.048,0.053,0.1,0.069,0.036,0.001,0.064,0.066,0.033,0.041,0.033,0.067,0.052,0.078,0.083,0.0768,RIX_unnamedfam96_3B_165_A06-1,1.4
0.069,0.04,0.094,0.058,0.053,0.035,0.032,0.041,0.093,0.05,0.088,0.057,0.045,0.036,0.075,0.055,0.0784,RIX_unnamedfam32_3B_165_A06-1,1.4
0.058,0.044,0.054,0.057,0.063,0.06,0.045,0.065,0.061,0.064,0.07,0.046,0.031,0.065,0.072,0.066,0.0794,RIX_Morpheus_3B_165_A06-1,1.4
0.082,0.062,0.047,0.08,0.076,0.044,0.014,0.072,0.057,0.04,0.047,0.038,0.055,0.06,0.075,0.072,0.0792,RIX_unnamedfam43_3B_165_A06-1,1.4
0.079,0.044,0.091,0.058,0.059,0.042,0.031,0.042,0.089,0.05,0.076,0.056,0.045,0.037,0.074,0.05,0.0782,RIX_unnamedfam73_3B_011_E05-1,1.4
0.049,0.053,0.029,0.047,0.061,0.06,0.067,0.083,0.05,0.077,0.065,0.042,0.018,0.082,0.074,0.061,0.0818,RIX_Stasy_3B_058_I14-1,1.4
0.079,0.035,0.067,0.058,0.074,0.038,0.039,0.052,0.069,0.073,0.073,0.043,0.018,0.057,0.079,0.069,0.0786,RIX_unnamedfam31_3B_058_I14-1,1.4
0.102,0.043,0.078,0.075,0.052,0.042,0.003,0.064,0.081,0.033,0.057,0.039,0.061,0.043,0.074,0.081,0.0732,RIX_unnamedfam97_3B_089_F10-1,1.4
0.035,0.029,0.035,0.064,0.035,0.082,0.053,0.041,0.058,0.053,0.099,0.058,0.035,0.047,0.088,0.117,0.0724,RIX_Stasy_3B_089_F10-1,1.4
0.039,0.039,0.065,0.046,0.056,0.05,0.051,0.055,0.068,0.076,0.098,0.059,0.027,0.048,0.086,0.054,0.0814,RIX_Karin_3B_009_M24-1,1.4
0.082,0.057,0.047,0.068,0.069,0.053,0.023,0.076,0.059,0.048,0.05,0.036,0.043,0.063,0.073,0.077,0.0772,RIX_unnamedfam13_3B_009_M24-1,1.4
0.062,0.049,0.065,0.065,0.073,0.038,0.033,0.053,0.071,0.062,0.075,0.046,0.035,0.048,0.082,0.062,0.0804,RIX_Morpheus_3B_009_M24-1,1.4
0.064,0.062,0.057,0.09,0.064,0.033,0.028,0.05,0.064,0.028,0.071,0.047,0.083,0.052,0.055,0.069,0.081,RIX_Karin_3B_064_F23-1,1.4
0.094,0.056,0.054,0.08,0.063,0.029,0.022,0.051,0.059,0.038,0.059,0.048,0.068,0.041,0.069,0.09,0.0789,RIX_Stasy_3B_108_B02-1,1.4
0.053,0.069,0.041,0.08,0.033,0.017,0.033,0.066,0.055,0.014,0.047,0.077,0.105,0.05,0.069,0.108,0.0824,RIX_unnamedfam1_3B_108_B02-1,1.4
0.069,0.034,0.059,0.076,0.062,0.043,0.005,0.08,0.061,0.035,0.047,0.048,0.048,0.078,0.079,0.101,0.0738,RIX_unnamedfam52_3B_045_E05-1,1.4
0.065,0.037,0.054,0.07,0.061,0.05,0.017,0.069,0.058,0.043,0.061,0.052,0.042,0.066,0.082,0.096,0.0762,RIX_unnamedfam29_3B_045_E05-1,1.4
0.062,0.043,0.073,0.059,0.063,0.03,0.031,0.058,0.078,0.06,0.08,0.049,0.034,0.049,0.084,0.068,0.0795,RIX_unnamedfam63_3B_045_E05-1,1.4
0.053,0.052,0.05,0.054,0.063,0.051,0.045,0.056,0.069,0.075,0.096,0.049,0.024,0.036,0.099,0.043,0.0834,RIX_unnamedfam50_3B_045_E05-1,1.4
0.196,0.065,0.116,0.036,0.073,0.065,0.036,0.015,0.102,0.051,0.022,0.022,0.044,0.015,0.022,0.051,0.0708,RIX_unnamedfam92_3B_071_H02-1,1.4
0.181,0.063,0.075,0.044,0.075,0.069,0.031,0.038,0.081,0.044,0.031,0.025,0.025,0.038,0.044,0.069,0.068,RIX_unnamedfam36_3B_080_C20-1,1.4
0.008,0.016,0.064,0.056,0.048,0.095,0.056,0.032,0.064,0.056,0.08,0.08,0.024,0.056,0.087,0.111,0.0694,RIX_unnamedfam2_3B_090_F24-1,1.4
0.061,0.043,0.045,0.065,0.06,0.059,0.033,0.071,0.056,0.052,0.063,0.051,0.036,0.068,0.082,0.075,0.0783,RIX_unnamedfam89_3B_046_D24-1,1.4
0.061,0.03,0.094,0.051,0.047,0.044,0.024,0.057,0.074,0.054,0.081,0.078,0.051,0.044,0.088,0.044,0.0799,RIX_unnamedfam66_3B_136_O21-1,1.4
0.072,0.057,0.043,0.071,0.075,0.057,0.024,0.071,0.054,0.048,0.046,0.045,0.043,0.065,0.08,0.071,0.0788,RIX_unnamedfam47_3B_104_M23-1,1.4
0.092,0.055,0.051,0.073,0.075,0.054,0.023,0.068,0.058,0.047,0.043,0.037,0.046,0.065,0.069,0.067,0.0781,RIX_unnamedfam94_3B_104_M23-1,1.4
0.075,0.045,0.046,0.086,0.07,0.06,0.017,0.069,0.058,0.042,0.042,0.036,0.05,0.069,0.073,0.084,0.077,RIX_unnamedfam69_3B_005_B23-1,1.4
0.055,0.038,0.086,0.058,0.046,0.034,0.039,0.036,0.091,0.05,0.094,0.07,0.045,0.033,0.087,0.058,0.0803,RIX_unnamedfam27_3B_028_J09-1,1.4
0.103,0.025,0.085,0.067,0.039,0.032,0.011,0.06,0.071,0.032,0.064,0.057,0.067,0.053,0.064,0.096,0.0728,RIX_unnamedfam58_3B_028_J09-1,1.4
0.074,0.049,0.049,0.076,0.05,0.037,0.024,0.057,0.055,0.033,0.065,0.058,0.069,0.049,0.073,0.106,0.0776,RIX_unnamedfam8_3B_087_I07-1,1.4
0.17,0.064,0.092,0.035,0.099,0.071,0.035,0.014,0.064,0.064,0.071,0.028,0.028,0.021,0.035,0.035,0.0716,RIX_Paula_3B_087_I07-1,1.4
0.087,0.045,0.052,0.077,0.052,0.046,0.024,0.056,0.059,0.032,0.054,0.052,0.063,0.055,0.068,0.103,0.0753,RIX_unnamedfam56_3B_087_I07-1,1.4
0.068,0.054,0.042,0.069,0.071,0.061,0.024,0.08,0.052,0.05,0.046,0.039,0.042,0.07,0.076,0.078,0.0785,RIX_unnamedfam49_3B_087_I07-1,1.4
0.074,0.04,0.084,0.072,0.055,0.03,0.029,0.042,0.091,0.05,0.077,0.053,0.05,0.036,0.081,0.056,0.0795,RIX_unnamedfam5_3B_087_I07-1,1.4
0.076,0.042,0.069,0.062,0.063,0.038,0.035,0.053,0.068,0.054,0.07,0.051,0.043,0.054,0.07,0.073,0.0777,RIX_unnamedfam68_3B_087_I07-1,1.4
0.055,0.026,0.069,0.077,0.062,0.029,0.011,0.062,0.051,0.033,0.062,0.073,0.062,0.073,0.077,0.102,0.0761,RIX_unnamedfam15_3B_112_G08-1,1.4
0.084,0.043,0.071,0.088,0.066,0.03,0.009,0.045,0.071,0.03,0.045,0.056,0.068,0.045,0.077,0.094,0.0773,RIX_unnamedfam37_3B_002_E09-1,1.4
0.095,0.043,0.069,0.075,0.054,0.029,0.024,0.047,0.073,0.038,0.069,0.05,0.061,0.045,0.066,0.085,0.0763,RIX_unnamedfam60_3B_103_E15-1,1.4
0.056,0.052,0.061,0.056,0.072,0.054,0.047,0.052,0.07,0.065,0.078,0.046,0.027,0.055,0.072,0.056,0.0805,RIX_unnamedfam28_3B_103_E15-1,1.4
0.094,0.049,0.049,0.085,0.064,0.051,0.025,0.058,0.058,0.034,0.038,0.047,0.06,0.066,0.064,0.081,0.076,RIX_Karin_3B_079_D10-1,1.4
0.033,0.042,0.044,0.054,0.058,0.077,0.05,0.068,0.056,0.063,0.074,0.054,0.027,0.071,0.078,0.069,0.0799,RIX_unnamedfam46_3B_028_F09-1,1.4
0.058,0.052,0.062,0.074,0.075,0.032,0.012,0.068,0.075,0.049,0.052,0.039,0.037,0.055,0.088,0.097,0.0775,RIX_unnamedfam20_3B_055_G17-1,1.4
0.046,0.045,0.055,0.077,0.061,0.057,0.019,0.066,0.064,0.042,0.069,0.051,0.051,0.06,0.082,0.077,0.0792,RIX_unnamedfam16_3B_039_D24-1,1.4
0.062,0.038,0.062,0.065,0.058,0.04,0.037,0.062,0.075,0.06,0.085,0.041,0.032,0.059,0.077,0.068,0.0788,RIX_unnamedfam80_3B_039_D24-1,1.4
0.058,0.052,0.046,0.067,0.066,0.07,0.031,0.075,0.062,0.053,0.067,0.032,0.037,0.067,0.069,0.071,0.0789,RIX_Stasy_3B_078_H18-1,1.4
0.071,0.036,0.057,0.074,0.056,0.039,0.004,0.075,0.059,0.035,0.059,0.05,0.053,0.064,0.082,0.113,0.0736,RIX_unnamedfam41_3B_078_H18-1,1.4
0.007,0.029,0.062,0.047,0.044,0.055,0.066,0.033,0.073,0.066,0.142,0.073,0.022,0.047,0.084,0.08,0.072,RIX_unnamedfam126_3B_042_J02-1,1.4
0.085,0.051,0.017,0.062,0.057,0.045,0.051,0.085,0.028,0.057,0.028,0.051,0.051,0.085,0.068,0.096,0.082,RIX_unnamedfam118_3B_042_J02-1,1.4
0.012,0.047,0.07,0.059,0.07,0.065,0.047,0.047,0.059,0.053,0.088,0.059,0.047,0.065,0.059,0.076,0.0782,RIX_Nicole_3B_042_J02-1,1.4
0.074,0.06,0.064,0.056,0.075,0.041,0.041,0.06,0.068,0.068,0.086,0.037,0.036,0.049,0.068,0.035,0.0811,RIX_unnamedfam115_3B_110_D05-1,1.4
0.094,0.048,0.072,0.063,0.048,0.05,0.004,0.072,0.061,0.037,0.068,0.046,0.074,0.039,0.068,0.079,0.0746,RIX_Nicole_3B_110_D05-1,1.4
0.07,0.047,0.074,0.067,0.061,0.038,0.028,0.053,0.077,0.046,0.071,0.053,0.049,0.048,0.075,0.064,0.0788,RIX_unnamedfam113_3B_090_J08-1,1.4
0.074,0.035,0.068,0.064,0.056,0.034,0.027,0.054,0.067,0.049,0.078,0.058,0.045,0.054,0.078,0.084,0.0766,RIX_unnamedfam113_3B_090_J08-2,1.4
0.085,0.043,0.068,0.069,0.057,0.035,0.027,0.049,0.078,0.044,0.072,0.052,0.045,0.046,0.078,0.074,0.0766,RIX_unnamedfam120_3B_042_G11-1,1.4
0.037,0.037,0.037,0.0,0.05,0.237,0.05,0.062,0.0,0.087,0.175,0.025,0.012,0.037,0.037,0.062,0.0521,RIX_unnamedfam121_3B_070_N04-1,1.4
0.08,0.016,0.064,0.016,0.016,0.112,0.064,0.048,0.064,0.048,0.192,0.048,0.032,0.048,0.032,0.064,0.0551,RIX_unnamedfam129_3B_070_N04-1,1.4
0.131,0.048,0.062,0.062,0.055,0.014,0.028,0.048,0.076,0.021,0.09,0.035,0.042,0.062,0.042,0.118,0.0658,RIX_unnamedfam129_3B_028_F08-1,1.4
0.024,0.038,0.043,0.043,0.053,0.081,0.072,0.024,0.057,0.072,0.177,0.062,0.014,0.038,0.077,0.053,0.0716,RIX_unnamedfam127_3B_028_F08-1,1.4
0.041,0.038,0.066,0.066,0.025,0.06,0.082,0.019,0.098,0.051,0.117,0.06,0.044,0.038,0.063,0.051,0.0791,RIX_unnamedfam124_3B_028_F08-1,1.4
0.117,0.035,0.054,0.09,0.044,0.023,0.006,0.055,0.066,0.026,0.058,0.05,0.069,0.044,0.082,0.11,0.0724,RIX_unnamedfam116_3B_088_P23-1,1.4
0.069,0.052,0.071,0.062,0.07,0.048,0.033,0.049,0.073,0.05,0.067,0.051,0.042,0.051,0.07,0.063,0.0784,RIX_unnamedfam119_3B_088_P23-1,1.4
0.044,0.046,0.057,0.067,0.059,0.059,0.025,0.07,0.064,0.039,0.072,0.054,0.048,0.069,0.074,0.075,0.0777,RIX_unnamedfam124_3B_038_E11-1,1.4
